charge,mass,radius,x,y,z
1,22.99,1,0.5225,2.09,2.09
-1,35.453,1,0.5225,2.09,6.27
1,22.99,1,0.5225,2.09,10.45
-1,35.453,1,0.5225,2.09,14.629999999999999
1,22.99,1,0.5225,2.09,18.81
-1,35.453,1,0.5225,6.27,2.09
1,22.99,1,0.5225,6.27,6.27
-1,35.453,1,0.5225,6.27,10.45
1,22.99,1,0.5225,6.27,14.629999999999999
-1,35.453,1,0.5225,6.27,18.81
1,22.99,1,0.5225,10.45,2.09
-1,35.453,1,0.5225,10.45,6.27
1,22.99,1,0.5225,10.45,10.45
-1,35.453,1,0.5225,10.45,14.629999999999999
1,22.99,1,0.5225,10.45,18.81
-1,35.453,1,0.5225,14.629999999999999,2.09
1,22.99,1,0.5225,14.629999999999999,6.27
-1,35.453,1,0.5225,14.629999999999999,10.45
1,22.99,1,0.5225,14.629999999999999,14.629999999999999
-1,35.453,1,0.5225,14.629999999999999,18.81
1,22.99,1,0.5225,18.81,2.09
-1,35.453,1,0.5225,18.81,6.27
1,22.99,1,0.5225,18.81,10.45
-1,35.453,1,0.5225,18.81,14.629999999999999
1,22.99,1,0.5225,18.81,18.81
-1,35.453,1,2.09,2.09,2.09
1,22.99,1,2.09,2.09,6.27
-1,35.453,1,2.09,2.09,10.45
1,22.99,1,2.09,2.09,14.629999999999999
-1,35.453,1,2.09,2.09,18.81
1,22.99,1,2.09,6.27,2.09
-1,35.453,1,2.09,6.27,6.27
1,22.99,1,2.09,6.27,10.45
-1,35.453,1,2.09,6.27,14.629999999999999
1,22.99,1,2.09,6.27,18.81
-1,35.453,1,2.09,10.45,2.09
1,22.99,1,2.09,10.45,6.27
-1,35.453,1,2.09,10.45,10.45
1,22.99,1,2.09,10.45,14.629999999999999
-1,35.453,1,2.09,10.45,18.81
1,22.99,1,2.09,14.629999999999999,2.09
-1,35.453,1,2.09,14.629999999999999,6.27
1,22.99,1,2.09,14.629999999999999,10.45
-1,35.453,1,2.09,14.629999999999999,14.629999999999999
1,22.99,1,2.09,14.629999999999999,18.81
-1,35.453,1,2.09,18.81,2.09
1,22.99,1,2.09,18.81,6.27
-1,35.453,1,2.09,18.81,10.45
1,22.99,1,2.09,18.81,14.629999999999999
-1,35.453,1,2.09,18.81,18.81
1,22.99,1,4.7025,2.09,2.09
-1,35.453,1,4.7025,2.09,6.27
1,22.99,1,4.7025,2.09,10.45
-1,35.453,1,4.7025,2.09,14.629999999999999
1,22.99,1,4.7025,2.09,18.81
-1,35.453,1,4.7025,6.27,2.09
1,22.99,1,4.7025,6.27,6.27
-1,35.453,1,4.7025,6.27,10.45
1,22.99,1,4.7025,6.27,14.629999999999999
-1,35.453,1,4.7025,6.27,18.81
1,22.99,1,4.7025,10.45,2.09
-1,35.453,1,4.7025,10.45,6.27
1,22.99,1,4.7025,10.45,10.45
-1,35.453,1,4.7025,10.45,14.629999999999999
1,22.99,1,4.7025,10.45,18.81
-1,35.453,1,4.7025,14.629999999999999,2.09
1,22.99,1,4.7025,14.629999999999999,6.27
-1,35.453,1,4.7025,14.629999999999999,10.45
1,22.99,1,4.7025,14.629999999999999,14.629999999999999
-1,35.453,1,4.7025,14.629999999999999,18.81
1,22.99,1,4.7025,18.81,2.09
-1,35.453,1,4.7025,18.81,6.27
1,22.99,1,4.7025,18.81,10.45
-1,35.453,1,4.7025,18.81,14.629999999999999
1,22.99,1,4.7025,18.81,18.81
-1,35.453,1,6.27,2.09,2.09
1,22.99,1,6.27,2.09,6.27
-1,35.453,1,6.27,2.09,10.45
1,22.99,1,6.27,2.09,14.629999999999999
-1,35.453,1,6.27,2.09,18.81
1,22.99,1,6.27,6.27,2.09
-1,35.453,1,6.27,6.27,6.27
1,22.99,1,6.27,6.27,10.45
-1,35.453,1,6.27,6.27,14.629999999999999
1,22.99,1,6.27,6.27,18.81
-1,35.453,1,6.27,10.45,2.09
1,22.99,1,6.27,10.45,6.27
-1,35.453,1,6.27,10.45,10.45
1,22.99,1,6.27,10.45,14.629999999999999
-1,35.453,1,6.27,10.45,18.81
1,22.99,1,6.27,14.629999999999999,2.09
-1,35.453,1,6.27,14.629999999999999,6.27
1,22.99,1,6.27,14.629999999999999,10.45
-1,35.453,1,6.27,14.629999999999999,14.629999999999999
1,22.99,1,6.27,14.629999999999999,18.81
-1,35.453,1,6.27,18.81,2.09
1,22.99,1,6.27,18.81,6.27
-1,35.453,1,6.27,18.81,10.45
1,22.99,1,6.27,18.81,14.629999999999999
-1,35.453,1,6.27,18.81,18.81
1,22.99,1,8.8825,2.09,2.09
-1,35.453,1,8.8825,2.09,6.27
1,22.99,1,8.8825,2.09,10.45
-1,35.453,1,8.8825,2.09,14.629999999999999
1,22.99,1,8.8825,2.09,18.81
-1,35.453,1,8.8825,6.27,2.09
1,22.99,1,8.8825,6.27,6.27
-1,35.453,1,8.8825,6.27,10.45
1,22.99,1,8.8825,6.27,14.629999999999999
-1,35.453,1,8.8825,6.27,18.81
1,22.99,1,8.8825,10.45,2.09
-1,35.453,1,8.8825,10.45,6.27
1,22.99,1,8.8825,10.45,10.45
-1,35.453,1,8.8825,10.45,14.629999999999999
1,22.99,1,8.8825,10.45,18.81
-1,35.453,1,8.8825,14.629999999999999,2.09
1,22.99,1,8.8825,14.629999999999999,6.27
-1,35.453,1,8.8825,14.629999999999999,10.45
1,22.99,1,8.8825,14.629999999999999,14.629999999999999
-1,35.453,1,8.8825,14.629999999999999,18.81
1,22.99,1,8.8825,18.81,2.09
-1,35.453,1,8.8825,18.81,6.27
1,22.99,1,8.8825,18.81,10.45
-1,35.453,1,8.8825,18.81,14.629999999999999
1,22.99,1,8.8825,18.81,18.81
-1,35.453,1,10.45,2.09,2.09
1,22.99,1,10.45,2.09,6.27
-1,35.453,1,10.45,2.09,10.45
1,22.99,1,10.45,2.09,14.629999999999999
-1,35.453,1,10.45,2.09,18.81
1,22.99,1,10.45,6.27,2.09
-1,35.453,1,10.45,6.27,6.27
1,22.99,1,10.45,6.27,10.45
-1,35.453,1,10.45,6.27,14.629999999999999
1,22.99,1,10.45,6.27,18.81
-1,35.453,1,10.45,10.45,2.09
1,22.99,1,10.45,10.45,6.27
-1,35.453,1,10.45,10.45,10.45
1,22.99,1,10.45,10.45,14.629999999999999
-1,35.453,1,10.45,10.45,18.81
1,22.99,1,10.45,14.629999999999999,2.09
-1,35.453,1,10.45,14.629999999999999,6.27
1,22.99,1,10.45,14.629999999999999,10.45
-1,35.453,1,10.45,14.629999999999999,14.629999999999999
1,22.99,1,10.45,14.629999999999999,18.81
-1,35.453,1,10.45,18.81,2.09
1,22.99,1,10.45,18.81,6.27
-1,35.453,1,10.45,18.81,10.45
1,22.99,1,10.45,18.81,14.629999999999999
-1,35.453,1,10.45,18.81,18.81
1,22.99,1,13.0625,2.09,2.09
-1,35.453,1,13.0625,2.09,6.27
1,22.99,1,13.0625,2.09,10.45
-1,35.453,1,13.0625,2.09,14.629999999999999
1,22.99,1,13.0625,2.09,18.81
-1,35.453,1,13.0625,6.27,2.09
1,22.99,1,13.0625,6.27,6.27
-1,35.453,1,13.0625,6.27,10.45
1,22.99,1,13.0625,6.27,14.629999999999999
-1,35.453,1,13.0625,6.27,18.81
1,22.99,1,13.0625,10.45,2.09
-1,35.453,1,13.0625,10.45,6.27
1,22.99,1,13.0625,10.45,10.45
-1,35.453,1,13.0625,10.45,14.629999999999999
1,22.99,1,13.0625,10.45,18.81
-1,35.453,1,13.0625,14.629999999999999,2.09
1,22.99,1,13.0625,14.629999999999999,6.27
-1,35.453,1,13.0625,14.629999999999999,10.45
1,22.99,1,13.0625,14.629999999999999,14.629999999999999
-1,35.453,1,13.0625,14.629999999999999,18.81
1,22.99,1,13.0625,18.81,2.09
-1,35.453,1,13.0625,18.81,6.27
1,22.99,1,13.0625,18.81,10.45
-1,35.453,1,13.0625,18.81,14.629999999999999
1,22.99,1,13.0625,18.81,18.81
-1,35.453,1,14.629999999999999,2.09,2.09
1,22.99,1,14.629999999999999,2.09,6.27
-1,35.453,1,14.629999999999999,2.09,10.45
1,22.99,1,14.629999999999999,2.09,14.629999999999999
-1,35.453,1,14.629999999999999,2.09,18.81
1,22.99,1,14.629999999999999,6.27,2.09
-1,35.453,1,14.629999999999999,6.27,6.27
1,22.99,1,14.629999999999999,6.27,10.45
-1,35.453,1,14.629999999999999,6.27,14.629999999999999
1,22.99,1,14.629999999999999,6.27,18.81
-1,35.453,1,14.629999999999999,10.45,2.09
1,22.99,1,14.629999999999999,10.45,6.27
-1,35.453,1,14.629999999999999,10.45,10.45
1,22.99,1,14.629999999999999,10.45,14.629999999999999
-1,35.453,1,14.629999999999999,10.45,18.81
1,22.99,1,14.629999999999999,14.629999999999999,2.09
-1,35.453,1,14.629999999999999,14.629999999999999,6.27
1,22.99,1,14.629999999999999,14.629999999999999,10.45
-1,35.453,1,14.629999999999999,14.629999999999999,14.629999999999999
1,22.99,1,14.629999999999999,14.629999999999999,18.81
-1,35.453,1,14.629999999999999,18.81,2.09
1,22.99,1,14.629999999999999,18.81,6.27
-1,35.453,1,14.629999999999999,18.81,10.45
1,22.99,1,14.629999999999999,18.81,14.629999999999999
-1,35.453,1,14.629999999999999,18.81,18.81
1,22.99,1,17.2425,2.09,2.09
-1,35.453,1,17.2425,2.09,6.27
1,22.99,1,17.2425,2.09,10.45
-1,35.453,1,17.2425,2.09,14.629999999999999
1,22.99,1,17.2425,2.09,18.81
-1,35.453,1,17.2425,6.27,2.09
1,22.99,1,17.2425,6.27,6.27
-1,35.453,1,17.2425,6.27,10.45
1,22.99,1,17.2425,6.27,14.629999999999999
-1,35.453,1,17.2425,6.27,18.81
1,22.99,1,17.2425,10.45,2.09
-1,35.453,1,17.2425,10.45,6.27
1,22.99,1,17.2425,10.45,10.45
-1,35.453,1,17.2425,10.45,14.629999999999999
1,22.99,1,17.2425,10.45,18.81
-1,35.453,1,17.2425,14.629999999999999,2.09
1,22.99,1,17.2425,14.629999999999999,6.27
-1,35.453,1,17.2425,14.629999999999999,10.45
1,22.99,1,17.2425,14.629999999999999,14.629999999999999
-1,35.453,1,17.2425,14.629999999999999,18.81
1,22.99,1,17.2425,18.81,2.09
-1,35.453,1,17.2425,18.81,6.27
1,22.99,1,17.2425,18.81,10.45
-1,35.453,1,17.2425,18.81,14.629999999999999
1,22.99,1,17.2425,18.81,18.81
-1,35.453,1,18.81,2.09,2.09
1,22.99,1,18.81,2.09,6.27
-1,35.453,1,18.81,2.09,10.45
1,22.99,1,18.81,2.09,14.629999999999999
-1,35.453,1,18.81,2.09,18.81
1,22.99,1,18.81,6.27,2.09
-1,35.453,1,18.81,6.27,6.27
1,22.99,1,18.81,6.27,10.45
-1,35.453,1,18.81,6.27,14.629999999999999
1,22.99,1,18.81,6.27,18.81
-1,35.453,1,18.81,10.45,2.09
1,22.99,1,18.81,10.45,6.27
-1,35.453,1,18.81,10.45,10.45
1,22.99,1,18.81,10.45,14.629999999999999
-1,35.453,1,18.81,10.45,18.81
1,22.99,1,18.81,14.629999999999999,2.09
-1,35.453,1,18.81,14.629999999999999,6.27
1,22.99,1,18.81,14.629999999999999,10.45
-1,35.453,1,18.81,14.629999999999999,14.629999999999999
1,22.99,1,18.81,14.629999999999999,18.81
-1,35.453,1,18.81,18.81,2.09
1,22.99,1,18.81,18.81,6.27
-1,35.453,1,18.81,18.81,10.45
1,22.99,1,18.81,18.81,14.629999999999999
-1,35.453,1,18.81,18.81,18.81
