charge,mass,radius,x,y,z
1.0,22.99,1.0,9.882419689597429,9.763457721201972,9.879424786755315
-1.0,35.453,1.0,11.813705251640842,11.816595756483764,11.716517754395612
1.0,22.99,1.0,13.799118809350322,9.791402442372307,9.832135756487009
-1.0,35.453,1.0,15.643272541865056,11.849591844123193,11.83574800653994
1.0,22.99,1.0,17.59975546458473,9.905516565927131,9.85243746562665
-1.0,35.453,1.0,19.594425051528134,11.772116634636953,11.702576574977401
1.0,22.99,1.0,2.009292555487564,9.786442199087041,9.882653055636975
-1.0,35.453,1.0,3.9857087159891744,11.87681038660887,11.792570087543984
1.0,22.99,1.0,5.910164177492602,9.878101781732386,9.780196542337602
-1.0,35.453,1.0,7.786696360561086,11.890604681198521,11.88517164233092
1.0,22.99,1.0,9.75262182868875,13.793326096656745,9.84468351684826
-1.0,35.453,1.0,11.813115289844916,15.827285688936303,11.894859196839764
1.0,22.99,1.0,13.799565957194142,13.70260110905463,9.882454308526663
-1.0,35.453,1.0,15.798606350891855,15.693110874974469,11.868624620454847
1.0,22.99,1.0,17.787689044051803,13.804838078747945,9.755981108001471
-1.0,35.453,1.0,19.575265262575925,15.657256192867044,11.789988410950293
1.0,22.99,1.0,1.8748290105128458,13.7893483202491,9.833070903620298
-1.0,35.453,1.0,3.984837295417142,15.637910189680934,11.765037653693279
1.0,22.99,1.0,5.98410038508396,13.741321218936674,9.747073476256064
-1.0,35.453,1.0,7.780649218218597,15.792746039415022,11.875751636899972
1.0,22.99,1.0,9.819402854442357,17.698836074177525,9.765155124399339
-1.0,35.453,1.0,11.718853832695224,0.04847471085893673,11.767779503913058
1.0,22.99,1.0,13.827577559388246,17.647276076312988,9.81786143173692
-1.0,35.453,1.0,15.642699835199977,0.03803070007329268,11.726178242372743
1.0,22.99,1.0,17.615989000412192,17.600044504145103,9.909062612441788
-1.0,35.453,1.0,0.05174669224691719,19.645144613630073,11.879355733902191
1.0,22.99,1.0,2.008947926644705,17.75103467650421,9.881247475766571
-1.0,35.453,1.0,3.8907352903009107,0.03363993620927985,11.770297426509412
1.0,22.99,1.0,5.895352892251583,17.746272154398806,9.773261960481317
-1.0,35.453,1.0,7.853112879622005,19.602501633737276,11.84225924529148
1.0,22.99,1.0,9.894259525953684,2.0282616376237907,9.784139150062693
-1.0,35.453,1.0,11.70397336689405,3.928625052818723,11.801873046922564
1.0,22.99,1.0,13.730231699987312,1.9723457839698737,9.814684739441699
-1.0,35.453,1.0,15.816547156824992,3.882063205675604,11.754633030828275
1.0,22.99,1.0,17.7502835634323,1.9681741323163227,9.823797472434515
-1.0,35.453,1.0,0.05792713585966247,3.9028349933937108,11.757329050684229
1.0,22.99,1.0,2.0324502653171956,2.010167508031116,9.896454925554346
-1.0,35.453,1.0,4.020996919286679,3.863089994593798,11.759448698105649
1.0,22.99,1.0,5.970151920508637,1.985031931780024,9.9202742599872
-1.0,35.453,1.0,7.805790665839087,3.91107198370291,11.735714920379134
1.0,22.99,1.0,9.739906180011328,5.985385073443929,9.759626029712273
-1.0,35.453,1.0,11.86985436593655,7.850091894862275,11.78081083884843
1.0,22.99,1.0,13.854380862405929,5.894568532633143,9.841518159112447
-1.0,35.453,1.0,15.629444879565906,7.863186648493527,11.773668320159638
1.0,22.99,1.0,17.596158631279106,5.82917941368849,9.867267849073222
-1.0,35.453,1.0,19.593261675754665,7.797881610866582,11.889292213303762
1.0,22.99,1.0,1.9769279161251063,5.8285293976153705,9.790309748814948
-1.0,35.453,1.0,3.867224602650049,7.9083319001578145,11.71267204081719
1.0,22.99,1.0,5.887436917257588,5.909292900474463,9.836616287563565
-1.0,35.453,1.0,7.860037951747612,7.963403157575421,11.888035976152375
1.0,22.99,1.0,9.769800929331401,9.77553039767267,13.808472034217349
-1.0,35.453,1.0,11.875447800644139,11.710902489119034,15.65169180594227
1.0,22.99,1.0,13.817173016618801,9.873121351304178,13.713580433957372
-1.0,35.453,1.0,15.69187113735749,11.70676766357075,15.765425477681134
1.0,22.99,1.0,17.62539107863829,9.785980606943715,13.85708860600922
-1.0,35.453,1.0,19.621166943597718,11.83784551804891,15.683263303307907
1.0,22.99,1.0,1.9365408702400657,9.74724498689026,13.696488533169793
-1.0,35.453,1.0,3.8782442058645454,11.88190125836595,15.808279741868198
1.0,22.99,1.0,5.885051781678593,9.885731244516206,13.747012042381439
-1.0,35.453,1.0,7.789561790432121,11.884276437021654,15.732015490732671
1.0,22.99,1.0,9.782348019437771,13.796821093569049,13.773328012938315
-1.0,35.453,1.0,11.84922765930219,15.679807091387397,15.67146627553822
1.0,22.99,1.0,13.839043263742479,13.732124720765924,13.815538631934995
-1.0,35.453,1.0,15.760043305688601,15.812424837982043,15.770324215631872
1.0,22.99,1.0,17.7464402848813,13.840029564925462,13.718553130615103
-1.0,35.453,1.0,0.03713118531179482,15.768164257388182,15.669979219491369
1.0,22.99,1.0,1.9094762068610436,13.808303045838624,13.760864635140104
-1.0,35.453,1.0,4.026251053234785,15.68062432693211,15.682171953239354
1.0,22.99,1.0,5.955120776870575,13.727495610733136,13.699385869002361
-1.0,35.453,1.0,7.774484284792059,15.641303575168227,15.75997128634183
1.0,22.99,1.0,9.7530359746441,17.76341040753672,13.798489892516471
-1.0,35.453,1.0,11.763194701001261,19.63683902344273,15.65378813939836
1.0,22.99,1.0,13.796894508879507,17.783043318526747,13.765194649575538
-1.0,35.453,1.0,15.812181969975185,0.046649729444860455,15.674538349010666
1.0,22.99,1.0,17.621792915179462,17.627086849962645,13.759113759703961
-1.0,35.453,1.0,19.62786891084299,0.024475398793784464,15.643539370724117
1.0,22.99,1.0,1.8800254736789546,17.66141109192604,13.766005936879733
-1.0,35.453,1.0,3.8982589933938367,19.607327501810225,15.635210002625499
1.0,22.99,1.0,5.954610342333883,17.61870486647786,13.7236048218646
-1.0,35.453,1.0,7.829944935036105,0.057532314489598946,15.708057558388969
1.0,22.99,1.0,9.88180676255866,2.0658381992876347,13.832389826534698
-1.0,35.453,1.0,11.750073006560905,3.8573429242056765,15.732111852362173
1.0,22.99,1.0,13.785530246729962,1.9302608660513236,13.781932420338752
-1.0,35.453,1.0,15.74089881495151,3.998988918618247,15.726032248234006
1.0,22.99,1.0,17.75341260085635,1.9057353822790173,13.749986378499877
-1.0,35.453,1.0,19.61649447937329,3.892975655477146,15.744124460303983
1.0,22.99,1.0,1.8965480316248868,2.0504118468777888,13.703146325395064
-1.0,35.453,1.0,3.9136853122913573,4.01630958880276,15.666719456584776
1.0,22.99,1.0,5.82129765033665,1.9515694940439046,13.73364011998083
-1.0,35.453,1.0,7.85241482971873,3.9890980594850154,15.734917607851102
1.0,22.99,1.0,9.757178520929026,5.979883671650745,13.728183653046825
-1.0,35.453,1.0,11.696620018295727,7.8572160266494,15.781678897751629
1.0,22.99,1.0,13.805829774809904,5.885218567440271,13.68904433127716
-1.0,35.453,1.0,15.666629762606583,7.826709761552293,15.813186390339158
1.0,22.99,1.0,17.793836501542884,5.8611690049132505,13.71713046476945
-1.0,35.453,1.0,19.56773240478505,7.825855385782358,15.665664054396595
1.0,22.99,1.0,1.8983816474618571,5.880094326914365,13.731988103019512
-1.0,35.453,1.0,4.003982140251562,7.958249159382987,15.803683263507777
1.0,22.99,1.0,5.861953738641571,5.850501120351408,13.772902951427275
-1.0,35.453,1.0,7.787118639091078,7.76903727773025,15.681964335585949
1.0,22.99,1.0,9.792705592326016,9.911275577898023,17.78894296621579
-1.0,35.453,1.0,11.728689868163292,11.875901698713339,19.63011617422967
1.0,22.99,1.0,13.812298200658736,9.921932563664628,17.68786642791865
-1.0,35.453,1.0,15.64441764404993,11.742337005966945,0.07070939017966715
1.0,22.99,1.0,17.78380607157657,9.791033086025362,17.612578464888653
-1.0,35.453,1.0,0.08191898045476975,11.747129560502888,19.64960526980186
1.0,22.99,1.0,1.8930932367014126,9.742353815263481,17.670641605490882
-1.0,35.453,1.0,3.903295396660037,11.88750463354582,19.607645791884163
1.0,22.99,1.0,5.807887425653704,9.828010911479536,17.708079974305235
-1.0,35.453,1.0,7.858461555787182,11.840082092456127,0.06445744933985864
1.0,22.99,1.0,9.908373933986867,13.755925254151897,17.6999405564785
-1.0,35.453,1.0,11.779147337277871,15.755001707511358,19.58817819729915
1.0,22.99,1.0,13.704481412482433,13.741129569954612,17.71316402191313
-1.0,35.453,1.0,15.783813764188896,15.785390195018493,19.631092720429187
