charge,mass,x,y,z,vx,vy,vz
1.0,22.99,14.526513693547571,14.08450369868833,10.805439208845169,-9.38966806096423e-06,0.0001866819203772,0.0002873585199138
-1.0,35.453,14.860715782121837,13.521346130470802,14.16546072915351,0.0001188563025056,-0.0003409043681805,-0.000575600129113
1.0,22.99,16.607304513077416,10.838327343918799,10.735215815074602,0.0001350501114516,0.0003658383488827,0.0002237703759351
-1.0,35.453,19.764093217384822,14.696715556693226,13.819537983813472,-0.000642096995935,0.0001239802287796,-0.0001123115597593
1.0,22.99,19.874750726104583,8.011557167263263,11.694562086401016,0.0003314504957673,0.0001660326244086,-0.0003173599793123
-1.0,35.453,24.755837184196675,14.227249330945615,15.323398435809446,-6.665290076718348e-05,4.306221300284449e-06,-0.0001377526669341
1.0,22.99,3.3957508047327334,11.713058297979204,13.726015737365458,0.0003626844749991,0.0004119771478941,0.0002462295517795
-1.0,35.453,3.710920676181531,14.149408440669982,13.460883241069007,0.0002624277630203,0.0003510198154507,-4.408726331113785e-05
1.0,22.99,3.0098576423687753,13.965725393639385,10.844931362440676,0.0001158367035457,4.697369265184864e-05,-0.000133097505642
-1.0,35.453,7.283186245045439,15.269659457808347,15.575239322510571,5.710051920373476e-05,-0.0001948291053564,-0.0003325508612447
1.0,22.99,9.041262230891512,13.451532308105167,15.514838862531478,0.0003277766769728,-4.67716483431306e-05,0.0002786057540354
-1.0,35.453,11.29687465650658,14.182114704518801,16.03840163104388,0.0002413146370696,-0.0001838554279055,-0.0001873880061339
1.0,22.99,13.336026379721424,17.777512710626524,13.14004311849243,-0.0006059487520653,0.0002702752801848,0.0002603581449152
-1.0,35.453,15.092950899076639,17.042459736444812,15.032782444039597,3.116088731107031e-05,0.0001246112276471,0.0001968090651591
1.0,22.99,17.2882675839405,14.013612363910491,13.206420327070346,-0.0001450549769039,0.000234999584332,1.3010255591415038e-05
-1.0,35.453,17.85051467165218,20.46571952260073,15.545535378298034,0.000422644218855,0.000407669993448,0.0002597648801971
1.0,22.99,19.39178317710318,15.889743006762048,11.134575389891452,-6.925683433506875e-05,0.0002435120275583,0.0001526714161075
-1.0,35.453,21.08432773592767,18.850535869452834,15.857267515592046,5.325610371951987e-05,9.636107941716118e-05,-0.0001883467965442
1.0,22.99,24.235658878446944,15.150900660484188,13.072717641612597,-0.0005256730200135,-7.540685718081093e-05,-0.0004974593216641
-1.0,35.453,0.23908190187474582,17.999001451331104,12.533875269532823,-0.0004405119334245,-0.0004841159765541,-0.0002359387185054
1.0,22.99,6.21380920568288,15.37705389518071,12.205796114754481,0.0001216217542787,-0.0006776877736278,0.0001377789707223
-1.0,35.453,5.575344213790614,18.123204387587275,13.001143645516974,-0.0003137188254191,0.000129794378515,0.0006585025787326
1.0,22.99,10.680398007256365,16.27311071858001,12.205103087849201,-5.505441556358231e-05,5.372061000116573e-05,-0.0001069701727749
-1.0,35.453,10.648939407388047,18.178192300051556,13.710972591501397,1.3696357948488293e-05,0.0001081965102675,-0.0002919477647952
1.0,22.99,10.724282665542633,20.015928247638914,11.907027129431224,0.0001475367210054,-0.000514066160361,0.0006423825229033
-1.0,35.453,14.133792638634032,22.646166805188056,13.868121172306926,-7.683397354803546e-05,-8.200470478732341e-05,-0.0002263431792989
1.0,22.99,17.6169451716944,20.40807684797625,12.244319848914271,0.0005795246939753,-0.0007734897906957,-0.0004245364209115
-1.0,35.453,19.023113491320395,23.940168550715747,16.85894209202212,-0.0006672668725273,-0.0003817833651242,0.00040181180532
1.0,22.99,22.205206417004426,18.782176391112248,13.450363088822176,0.0003676385510431,-0.000334531584116,-9.853355783278454e-05
-1.0,35.453,23.04595481259416,23.665417941236964,14.69337220655721,0.0007150382977811,-0.0004140943846625,-0.0001771742545813
1.0,22.99,2.0445469693531053,18.98434360475777,13.80793421641637,0.0001684673676728,-0.0002200112883234,2.546932037691384e-06
-1.0,35.453,24.117284660656615,20.277088279680694,14.888174412316811,0.000180077395314,-0.0004146479369152,0.0002012107721232
1.0,22.99,4.904215844071293,20.865600909653793,12.88684898251273,8.778906775061665e-05,0.0005311195598246,-6.130488506924068e-05
-1.0,35.453,6.21155288510045,21.382367539712295,15.186476909437218,0.000163973181726,-0.0001914331247453,0.0004686882472069
1.0,22.99,7.702602243888684,23.102913735777634,12.477236142821496,-0.0002560476443971,0.0001331424283466,0.0007092150360327
-1.0,35.453,8.681917275507358,0.15944384899359698,13.777225078175766,0.0003896658160273,-4.319195689253752e-05,0.0004245553417318
1.0,22.99,11.832159443861832,23.65882250744869,13.405567493269801,6.175839436708897e-05,0.000109994722693,-0.0002105103128496
-1.0,35.453,11.068324391996123,24.640933915483476,16.288827711825014,-0.0005053492925231,0.0002317429236357,1.4827537624129235e-05
1.0,22.99,15.781992927337756,23.70502773140695,12.109545176588382,6.94647603724478e-05,-0.0003359752268701,-6.347721910755963e-05
-1.0,35.453,18.175440228817095,2.4514058654448836,14.138880925850527,-9.387358346281968e-06,0.0002820003310538,0.0001828699647011
