charge,mass,x,y,z,vx,vy,vz
1,22.99,0.13184145912648712,0.13517927638119148,0.16690976749115993,-0.0003816096487004,-0.0004714538713963,-0.0004130472474442
-1,35.453,2.1293630342491143,2.1798434917169454,2.125479910960648,0.0001361689593883,0.0003589401852111,8.104773508758255e-05
1,22.99,0.1970395685472171,0.21521639445954852,3.9986041116455113,-4.949146634921585e-06,0.0002116638232855,-0.0004231367277684
-1,35.453,2.1603173271143965,2.092314213936198,5.979593234826599,0.0002345777088281,-0.0003240041802545,3.2683821098257615e-05
1,22.99,0.1825810617627382,0.24804572477612521,7.924772458554383,-4.884193887434301e-05,0.0002834718660516,0.0002177501129603
-1,35.453,2.0774111270199977,2.144637993750479,9.82420088945809,-0.0004264801301312,0.0001736779693728,-6.590895410016546e-05
1,22.99,0.1737880714295663,0.27608881381142963,11.731809032029474,-0.0002726537777581,0.0008789027873248,-0.0002656725236115
-1,35.453,2.106797097171678,2.152490908261794,13.654443721105746,-0.0001345463498568,4.389018830938697e-05,-0.0001170498015837
1,22.99,0.20185334614702896,0.24012758418334224,15.594320364502737,5.46383714133376e-05,0.0003475221229623,-0.0001744356047912
-1,35.453,2.165677056814505,2.105799385322451,17.504854821272392,0.0002368874339353,-0.0003807821806956,-0.0002780237839147
1,22.99,0.3047772427468815,4.06110848835798,0.15501459683196864,0.0008633107231974,0.0001905332773275,-0.0003820109848921
-1,35.453,2.1724889045112104,5.947614082759705,2.177735885954909,0.0003680354643713,-0.0002490391926755,0.0004117886854325
1,22.99,0.2073617019133833,4.00888299328335,4.087414817780077,9.60395874435544e-05,-0.0003503015913087,0.0004534603553955
-1,35.453,2.1533362152414304,5.926690676414717,5.9654413215749695,0.0002562684830401,-0.0004484709500982,-9.796024927588592e-05
1,22.99,0.15665427325560627,4.044583231772878,7.875550812425589,-0.0004058028131579,5.454341689270393e-05,-0.0002227819209877
-1,35.453,2.139737594138945,5.985461233179227,9.767226937584773,-9.741767025818212e-05,-5.329040790587898e-05,-0.0005266098256907
1,22.99,0.19860222760602617,4.030687217990286,11.716339976535888,-4.125763762687979e-05,-0.0001489601725126,-0.0005141120415498
-1,35.453,2.097961201852388,5.967669453225686,13.683256205519994,-0.0001840391698969,-0.000105099930892,-7.64301496256716e-06
1,22.99,0.211311648764982,4.05231429908585,15.625282158708565,-2.054683896351373e-05,-0.0001688631949213,2.512477952889361e-05
-1,35.453,2.125116053742887,5.922356937781014,17.50692080238197,-0.0002541665204363,-0.0004135982071979,-0.0001991169415105
1,22.99,0.187569049047109,7.91430843210839,0.236660376707622,-9.273096433482128e-05,-7.614285587481088e-06,0.0004004786694721
-1,35.453,2.122169277658185,9.837487679305323,2.123263779593563,7.337517198497991e-05,0.000112236000656,-0.0001326733103395
1,22.99,0.19513910418627992,7.911980074304475,4.140741255342466,-4.3767259290151934e-05,-0.0001601465333993,0.0006382948725297
-1,35.453,2.108265157324917,9.788184541358941,5.989571731346599,-0.000174967718357,-0.0002488283349821,-0.0001072213236101
1,22.99,0.1536338633663053,7.885831544857454,7.923453251773036,-0.0004983122676801,-0.0002426180169535,0.0001357075384846
