charge,mass,radius,x,y,z,vx,vy,vz
1.0,22.99,1.0,10.247676370624413,10.026251596378172,9.976861591836283,0.0003182506890831,-3.827412949990144e-05,6.998157368793569e-05
-1.0,35.453,1.0,11.603688692868891,11.081720532878489,12.089743676707018,-0.0001873685355271,-0.0001013735697467,-7.305406763803535e-05
1.0,22.99,1.0,14.212388307904513,9.241189492871838,10.035650187824514,0.0003811396111126,-0.0001018418998479,-0.0001769481824079
-1.0,35.453,1.0,15.645393508904146,9.878904749280498,12.763394072149476,-4.123648632763795e-05,-0.0004058689983196,0.0003937764074402
1.0,22.99,1.0,17.216017852520693,10.374364758743372,10.872448309232405,-0.0001744067354407,6.482482873605512e-05,-2.280070725419735e-05
-1.0,35.453,1.0,18.8132462576117,13.062738366985437,10.820306201621065,0.0002422913740266,-3.316125053333294e-05,-0.000890768476211
1.0,22.99,1.0,1.1589093147953486,12.062806756622019,9.679482783012798,0.0001578276618767,0.0001000020785864,0.0001244846538951
-1.0,35.453,1.0,3.487606117565422,10.946374105968957,9.599472918250688,4.223829557696016e-05,-0.000171586146755,0.0003475377700076
1.0,22.99,1.0,5.5926902719167835,9.387806908148422,8.829707323010549,0.0001290514952552,0.0001548041021331,-0.0001690295141844
-1.0,35.453,1.0,7.599288738075014,13.11060116706708,11.902705553199107,-4.84316594999496e-06,-0.0002550864590802,0.0004324911821343
1.0,22.99,1.0,9.975207798870317,13.512886869537114,11.220786944580158,6.001539199717706e-05,0.0001663202363614,-4.8304986817970496e-05
-1.0,35.453,1.0,12.23338431420888,15.8987537246489,11.285100345746221,-0.0003189756519667,0.0003772515730801,4.7521648989022836e-06
1.0,22.99,1.0,13.050550850723493,13.645941752309826,9.19260498153208,-0.0004241101252857,-0.0004952516608185,0.0003079062269167
-1.0,35.453,1.0,15.127160574191588,13.290391883844139,11.094854008142425,0.0005484436606915,-0.0004711910860428,-0.000219953747695
1.0,22.99,1.0,17.20186746757434,13.795647067196338,9.454203025208438,0.0007747347888137,-0.0004904402413606,0.0001212453643984
-1.0,35.453,1.0,19.474223655956628,17.276090577048418,12.388678853657066,0.0003744086528997,0.0001881620836144,-8.353096582078403e-05
1.0,22.99,1.0,1.2778828952063592,16.12850785118889,6.069055376195985,0.0004803606917231,-0.0001009890450204,-0.00048250860309
-1.0,35.453,1.0,2.7193324076379666,15.0633725995888,9.013031518360368,-0.0001523284808037,-0.0004724873128149,-0.0003182104884198
1.0,22.99,1.0,4.937630908659474,13.598389643914135,10.00124710579539,-0.0006186996065367,0.0003548839799462,-0.0001925862041699
-1.0,35.453,1.0,6.687138999480791,16.028376415732208,9.081442096186814,-0.00021523930175,3.5687139587436024e-05,-2.4134643856077743e-05
1.0,22.99,1.0,6.735157432191288,18.650222822372232,10.05918669803545,-0.0003777769624972,0.0004564650004324,0.0001371652210585
-1.0,35.453,1.0,10.846135731193929,18.985242547103073,9.175188643528392,9.940611270892e-05,-0.0003535837539668,-0.0003666811397405
1.0,22.99,1.0,10.562899143839356,16.658296997956775,9.269341435464437,-1.353380028836426e-05,-0.0002998867645837,0.0002553505732257
-1.0,35.453,1.0,15.978166710632978,0.30636413636901666,10.801651513214795,0.0004121702674293,0.0004092437348709,-4.616033927773141e-05
1.0,22.99,1.0,18.637819763060662,18.658408874194667,10.25114193843647,-0.0002717281266066,0.0002295191614897,-8.59300764748155e-05
-1.0,35.453,1.0,18.921245949330253,19.584654603271876,7.909138865541129,-0.0005522837047591,0.0001390972094603,-0.0001123655775876
1.0,22.99,1.0,0.8094237512899761,15.53051422367403,10.341476915523296,0.0004156639136085,0.0004166416804624,0.0003850419481044
-1.0,35.453,1.0,5.03401469642931,18.824426510851335,12.005994586360266,0.0003492381932252,-0.0001425374780665,-0.0004444302310794
1.0,22.99,1.0,6.926801780578664,17.572271431094062,6.768905799155997,-4.74654299944173e-05,0.0002169529403897,0.000503516838852
-1.0,35.453,1.0,7.020990929661666,0.32708058460381456,7.199126819423328,-0.0004775914999792,-1.931852278149769e-05,9.667932338899272e-05
1.0,22.99,1.0,10.196301174277647,2.75505733986622,12.75750809411637,-0.0008573874975889,-0.0004803587516617,0.0002254076194219
-1.0,35.453,1.0,11.957898741147911,2.8521252325363258,10.186581068861855,0.0004648978084402,-0.0002139245905762,-0.0003019249639919
1.0,22.99,1.0,13.617702197805995,0.9242092396147837,9.80303572281268,-0.000153054815014,0.0003006316127386,0.0007095675291857
-1.0,35.453,1.0,16.522974940677322,4.1381943597770805,9.01863223658312,7.655806401483458e-05,0.000196125885938,0.0001695944109946
1.0,22.99,1.0,18.650206669095468,2.713797986521904,7.7857934373716855,0.0004753096971753,0.0002756381732394,-0.0002114175655762
-1.0,35.453,1.0,0.757401836099748,4.641415455555779,7.777239975696448,-0.0002880072187708,0.0003135894571606,-0.0001948930284688
1.0,22.99,1.0,2.72023792564083,1.2281404591857634,10.515145763267991,-1.3150540150981156e-05,7.077708519415386e-05,0.0005839582445718
-1.0,35.453,1.0,4.498830318844398,3.1538864329815888,10.420338048547668,0.0002224890902506,5.740627052990843e-06,5.966252592023957e-07
1.0,22.99,1.0,8.320503481316516,3.802714455900135,7.552905420683776,4.004520550628953e-05,-0.0003386820425479,-0.000388899423827
-1.0,35.453,1.0,8.333947281185079,4.497985941246313,9.767774227676131,-0.0001264428237068,0.00022318412149,-7.114115118326833e-05
1.0,22.99,1.0,10.966888657035172,4.934994472328732,10.545867360627794,-3.801532258206545e-05,-0.0003798213965633,0.0003064460805172
-1.0,35.453,1.0,12.615217382849115,6.759756058150158,10.986685534862506,7.3395486587072444e-06,-0.0002136151984484,-7.848079773253658e-05
1.0,22.99,1.0,14.471328047421045,5.20715397552645,10.931613943071943,-0.0005743380943845,0.0001000955825475,0.0004722865066167
-1.0,35.453,1.0,16.471245707560513,7.285173378514732,10.936112590431042,-0.0005843031714699,0.0001348812057435,-4.171665068589815e-05
1.0,22.99,1.0,18.071718796219393,5.741245708552788,9.913126563856194,-0.0001958631559081,-0.0002290688218564,-0.0003129761640225
-1.0,35.453,1.0,0.09324117674756935,8.821244664321405,12.8608412611412,0.0001239336245916,0.0004469690997934,0.0005353853478063
1.0,22.99,1.0,3.3086135916693538,4.928241540797417,8.95997280454475,0.0003769701520676,-0.0005265707690128,0.0002091817756175
-1.0,35.453,1.0,4.2017251795623105,7.146972323235063,11.059957310818511,0.0001844051386342,6.70279779666575e-05,0.0003685083678695
1.0,22.99,1.0,6.503265748293077,6.031990029189269,11.074799436744955,-0.0001141855999033,-0.0001016480484186,-6.343048967300768e-06
-1.0,35.453,1.0,8.457745147879159,7.988263930914711,10.915153802295807,0.0001847539807481,-0.0001107232906218,-0.000222636713976
1.0,22.99,1.0,9.04838255552399,8.413552377957187,13.626823871181386,-0.0003852227418303,0.0003298707398962,-5.433849355024412e-05
-1.0,35.453,1.0,13.255057267140723,10.582896759627666,16.532431473065277,-0.0001788933443592,1.0373305255654404e-05,-0.0002171990507665
1.0,22.99,1.0,15.327940954417896,9.767631371249944,15.885360969273668,6.694139332408277e-05,-0.0005430103482546,0.0004530994969789
-1.0,35.453,1.0,16.095534041647944,12.586426411571496,15.844029409937514,0.0002617377793757,0.0002903221112078,-7.550780431050033e-05
1.0,22.99,1.0,17.58409967523892,12.232849194788743,13.74158542608628,-0.0002983044439001,-6.616153808494794e-05,-0.0003774380636155
-1.0,35.453,1.0,19.50736012049177,10.467200845212194,17.40408613641365,0.0005624440248402,-0.0002223073557362,0.0004176249513828
1.0,22.99,1.0,3.0402760127899136,9.488709275302494,11.56847096953337,0.0002784665438307,-0.0003328586191015,0.0001079522697013
-1.0,35.453,1.0,4.054361096802773,10.73382569274526,14.521213425764806,3.665174921761754e-05,0.0004722475872865,-0.0005043427173755
1.0,22.99,1.0,6.745974137736725,10.09466328240904,12.406600780162654,-0.0003555021055832,0.0001792755245191,-9.943926582645642e-05
-1.0,35.453,1.0,8.525516286437576,10.943517898942595,14.432568251635951,-0.0005654759938616,0.000100083563116,9.702070470126071e-05
1.0,22.99,1.0,13.277238647384692,12.504954590176105,13.675428443957037,-0.0003121660976222,-0.0002959474686478,-0.00058728343278
-1.0,35.453,1.0,11.840720288633694,14.373555395606417,16.12262017135517,-0.0002990863489011,5.417104411974427e-05,-0.0003561758974991
1.0,22.99,1.0,14.55018962636199,14.464058616121632,16.5892714779291,-0.000123702477452,6.573395444821884e-05,0.0002379417312557
-1.0,35.453,1.0,15.431683093103004,16.190103988802075,13.775941854964252,0.0001846254655937,-0.0004629317323396,-0.0002229548800189
1.0,22.99,1.0,17.329858104301696,17.304513595402533,14.27189458271059,-0.0001645430183095,-0.0003997015619157,-0.0001207789540359
-1.0,35.453,1.0,19.399670182016283,13.970973441678519,15.897971343974072,5.537019944825438e-05,5.6456697345253695e-05,0.0003205561080992
1.0,22.99,1.0,1.9070175273090706,12.302013055975705,16.589155375336407,0.0003807397326989,-0.000373700893438,-7.646811781097116e-05
-1.0,35.453,1.0,3.6791260077397707,14.274293987288898,15.082745425178848,0.0001403786789726,-0.0004634194615088,0.0004950761666361
1.0,22.99,1.0,5.879293775859118,12.604850645731913,15.138458503010954,0.0002997626222087,-0.0003111945385574,-0.0002134740842928
-1.0,35.453,1.0,8.993078806645538,16.641631377255685,15.717825168569847,0.0001561293299338,-0.000102753096986,0.0004501501539618
1.0,22.99,1.0,11.311441588075807,16.763152935945303,15.443618150957336,-0.0004113038780022,-0.0003913508145629,-0.0002580035050083
