iter,T
0,671.4947464025815
1,672.2195368605529
2,672.8720769406191
3,673.449453176798
4,673.9487390682156
5,674.3671775036202
6,674.7025972269732
7,674.9527104758746
8,675.1147003557021
9,675.1857752745315
10,675.1631865781725
11,675.0442373495758
12,674.8262920294741
13,674.5067575017413
14,674.0833946471539
15,673.5540743760921
16,672.9164758831545
17,672.1683672561472
18,671.3076180944057
19,670.3322147373545
