iter,x,MaZe
0,0.0,-10.36345679297161
0,0.20899999999999996,-7.146267821663794
0,0.4179999999999999,-4.600566772170908
0,0.6269999999999999,-2.694112822327824
0,0.8359999999999999,-1.3147945675651538
0,1.045,-0.3490203812014614
0,1.2539999999999998,0.30362624917137393
0,1.4629999999999999,0.7296852953341858
0,1.6719999999999997,1.0024958425959005
0,1.8809999999999998,1.1829969653321335
0,2.09,1.3211828573066429
0,2.2989999999999995,1.4583087965088846
0,2.5079999999999996,1.629572179386644
0,2.7169999999999996,1.8669693512540635
0,2.9259999999999997,2.2021756054150594
0,3.1349999999999993,2.669448376195118
0,3.3439999999999994,3.3086075425559702
0,3.553,4.167920662107233
0,3.7619999999999996,5.3057092130291945
0,3.970999999999999,6.78630218656835
0,4.18,8.657334314365379
0,4.388999999999999,10.876027016233818
0,4.597999999999999,13.12559990204331
0,4.8069999999999995,14.510109354902497
0,5.015999999999999,13.62189209448923
0,5.225,10.916640956871197
0,5.433999999999999,7.5872564393814494
0,5.642999999999999,4.2201507174757475
0,5.851999999999999,0.9332512443437952
0,6.060999999999999,-2.3380545806565043
0,6.269999999999999,-5.63846636843519
0,6.478999999999999,-8.77898381983711
0,6.687999999999999,-11.023401877735584
0,6.896999999999999,-11.026577267202832
0,7.106,-9.117404915261451
0,7.314999999999999,-6.555508612495988
0,7.523999999999999,-3.9583178316251733
0,7.732999999999999,-1.4493602944963744
0,7.941999999999998,1.093182309726521
0,8.150999999999998,3.9464161644547566
0,8.36,7.602716890489565
0,8.568999999999997,13.057604927055166
0,8.777999999999999,22.765006321415733
0,8.986999999999998,44.187965578144315
0,9.195999999999998,105.12546617755478
0,9.405,57.757856807570164
0,9.613999999999999,27.88654536633054
0,9.822999999999999,15.731573986854043
0,10.031999999999998,9.634423721521182
0,10.240999999999998,6.12185830239027
0,10.45,3.933399831357872
0,10.658999999999999,2.521356183009505
0,10.867999999999999,1.6104937067155267
0,11.076999999999998,1.0479040077275055
0,11.285999999999998,0.7442126395738173
0,11.495,0.6471529779772547
0,11.703999999999999,0.7277439212673599
0,11.912999999999998,0.9717324496486144
0,12.121999999999998,1.373274944754142
0,12.330999999999998,1.9293520688784214
0,12.539999999999997,2.63377239071818
0,12.748999999999999,3.4694084194328156
0,12.957999999999998,4.397164257786667
0,13.166999999999998,5.341591110824048
0,13.375999999999998,6.178882514768515
0,13.584999999999997,6.745536105358732
0,13.793999999999999,6.896222353331516
0,14.002999999999998,6.604879848485196
0,14.212,5.989193883729379
0,14.420999999999998,5.20874520717626
0,14.629999999999997,4.392266440666117
0,14.838999999999999,3.620806664909125
0,15.047999999999998,2.938175732253314
0,15.256999999999998,2.3661672170976553
0,15.465999999999998,1.9160564942065261
0,15.674999999999997,1.5952019919889524
0,15.883999999999997,1.4098178074972858
0,16.092999999999996,1.3651891354839643
0,16.301999999999996,1.4643470573358843
0,16.511,1.7059711027315756
0,16.72,2.0819878312775577
0,16.929,2.5748098992833945
0,17.137999999999995,3.153540385527397
0,17.346999999999998,3.768418078037379
0,17.555999999999997,4.344170071956551
0,17.764999999999997,4.776740212742966
0,17.973999999999997,4.943849141187782
0,18.182999999999996,4.741374505593361
0,18.391999999999996,4.135663176590024
0,18.601,3.1729234651608103
0,18.81,1.9230931779010974
0,19.019,0.4296296921378396
0,19.227999999999998,-1.3133455898247828
0,19.436999999999994,-3.365390111583206
0,19.645999999999997,-5.829894786145935
0,19.854999999999997,-8.807815610824498
0,20.063999999999997,-12.234441495626536
0,20.272999999999996,-15.437815735420333
0,20.481999999999996,-16.511726481532985
0,20.691,-13.929181814257813
1,0.0,-10.370932573301896
1,0.20899999999999996,-7.1517204034026545
1,0.4179999999999999,-4.606409851976023
1,0.6269999999999999,-2.7017277096702745
1,0.8359999999999999,-1.3247336358434223
1,1.045,-0.3612371192864183
1,1.2539999999999998,0.2895342678629559
1,1.4629999999999999,0.714248006748433
1,1.6719999999999997,0.9862031433086402
1,1.8809999999999998,1.1662073575796226
1,2.09,1.3040922622832247
1,2.2989999999999995,1.4409525354303645
1,2.5079999999999996,1.6118366211871806
1,2.7169999999999996,1.8485972808491538
1,2.9259999999999997,2.182754514269361
1,3.1349999999999993,2.6483717146612875
1,3.3439999999999994,3.2849955015644148
1,3.553,4.140479124207938
1,3.7619999999999996,5.272498856072044
1,3.970999999999999,6.744407639024911
1,4.18,8.602564322473023
1,4.388999999999999,10.803358151353843
1,4.597999999999999,13.032808509552435
1,4.8069999999999995,14.40964813477542
1,5.015999999999999,13.555904329785177
1,5.225,10.887099425936938
1,5.433999999999999,7.581555783584625
1,5.642999999999999,4.228873167552263
1,5.851999999999999,0.9523042024107133
1,6.060999999999999,-2.3093963592564926
1,6.269999999999999,-5.600093336367834
1,6.478999999999999,-8.733834832008345
1,6.687999999999999,-10.984000497006258
1,6.896999999999999,-11.016561575309343
1,7.106,-9.125465834841771
1,7.314999999999999,-6.5708312109714075
1,7.523999999999999,-3.9749816331978924
1,7.732999999999999,-1.46454518397968
1,7.941999999999998,1.0808844332628145
1,8.150999999999998,3.9379723915690352
1,8.36,7.599086044560641
1,8.568999999999997,13.059213589174822
1,8.777999999999999,22.766220377663032
1,8.986999999999998,44.14055107077099
1,9.195999999999998,104.70470662374656
1,9.405,57.10160181799972
1,9.613999999999999,27.68712721815399
1,9.822999999999999,15.650005918144126
1,10.031999999999998,9.591815549593502
1,10.240999999999998,6.095830928984787
1,10.45,3.9160455574160564
1,10.658999999999999,2.509211814222474
1,10.867999999999999,1.6017362887883548
1,11.076999999999998,1.0414326152753366
1,11.285999999999998,0.7392987360044966
1,11.495,0.643285635145631
1,11.703999999999999,0.724550591755103
1,11.912999999999998,0.9689335505698766
1,12.121999999999998,1.3706556801639056
1,12.330999999999998,1.9267436794458623
1,12.539999999999997,2.631038025462258
1,12.748999999999999,3.4664316674777367
1,12.957999999999998,4.3938429010774875
1,13.166999999999998,5.337848230589986
1,13.375999999999998,6.174717488315611
1,13.584999999999997,6.741121923905334
1,13.793999999999999,6.891941688414248
1,14.002999999999998,6.60105032739424
1,14.212,5.985808588428831
1,14.420999999999998,5.205608202865142
1,14.629999999999997,4.3891526330653505
1,14.838999999999999,3.6175234016151707
1,15.047999999999998,2.9345622686556934
1,15.256999999999998,2.3620754986696286
1,15.465999999999998,1.911332629945163
1,15.674999999999997,1.589673145434611
1,15.883999999999997,1.4032835145662266
1,16.092999999999996,1.3574153320169235
1,16.301999999999996,1.4550615823073438
1,16.511,1.6948613895108144
1,16.72,2.0687062645192227
1,16.929,2.559000903442205
1,17.137999999999995,3.1349161638137817
1,17.346999999999998,3.7469184169365546
1,17.555999999999997,4.320226600853843
1,17.764999999999997,4.751581667077851
1,17.973999999999997,4.919589627432425
1,18.182999999999996,4.7204492138958765
1,18.391999999999996,4.119619122361449
1,18.601,3.161969491728487
1,18.81,1.9164628300742907
1,19.019,0.4260977322815629
1,19.227999999999998,-1.3151554144300288
1,19.436999999999994,-3.3669526127286686
1,19.645999999999997,-5.832919364755181
1,19.854999999999997,-8.814433044668585
1,20.063999999999997,-12.24698843870742
1,20.272999999999996,-15.45686147436873
1,20.481999999999996,-16.531122860079943
1,20.691,-13.941882345954303
2,0.0,-10.378691718723996
2,0.20899999999999996,-7.157347091601313
2,0.4179999999999999,-4.6123529977805635
2,0.6269999999999999,-2.7093905331533152
2,0.8359999999999999,-1.3346823380803088
2,1.045,-0.373435672740264
2,1.2539999999999998,0.2754792209917294
2,1.4629999999999999,0.6988588221974166
