iter,K,V_notelec
351,1.776751312623867,3.851196826020937
352,1.7765292832238282,3.8514980272033172
353,1.7762957505552188,3.8518195764955077
354,1.776050844961071,3.852161618312022
355,1.7757947357303645,3.8525242967648023
356,1.7755273622694843,3.8529077513162817
357,1.7752487163910453,3.8533121180187377
358,1.7749588692091087,3.8537375227652437
359,1.7746578314093684,3.8541840836441312
360,1.7743456751415037,3.854651912386532
361,1.7740226341417247,3.855141113294748
362,1.7736888675477591,3.8556517824419436
363,1.7733443835680365,3.8561840096729374
364,1.772989318252317,3.856737876036654
365,1.7726238841700914,3.857313452887071
366,1.7722482482407254,3.857910806601221
367,1.771862589531945,3.858529998610679
368,1.7714672989200722,3.859171081551793
369,1.7710627703734134,3.859834098833149
370,1.770648902682408,3.8605190846179163
371,1.770225506500026,3.8612260637055265
372,1.7697928063767836,3.861955052022199
373,1.7693510180038823,3.862706056538355
374,1.7689000524955276,3.863479074026468
375,1.7684397341212992,3.864274090012208
376,1.7679698819227725,3.8650910791938196
377,1.7674903866666594,3.86593000490511
378,1.7670011119187659,3.86679081842951
379,1.7665021360864681,3.867673455548559
380,1.765993885667836,3.8685778438924796
381,1.7654766574295924,3.869503903733061
382,1.7649505536650676,3.870451543864778
383,1.7644155253567881,3.8714206623560763
384,1.7638715749505642,3.872411147307918
385,1.7633188063450145,3.873422877896935
386,1.7627571954966623,3.8744557185662183
387,1.762186778126683,3.8755095199202567
388,1.7616076859010006,3.876584120060368
389,1.761020054190943,3.8776793445299984
390,1.7604239797190264,3.87879500698455
391,1.7598196385172356,3.879930908061645
392,1.759207307771811,3.8810868346250067
393,1.758587019804212,3.882262561747132
394,1.7579588183157393,3.8834578528921986
395,1.7573227461776872,3.8846724600638893
396,1.756679208459723,3.885906118979148
397,1.7560287474321283,3.8871585553747345
398,1.7553716442578169,3.888429482961955
399,1.754708460395028,3.8897186076323944
400,1.7540396520415171,3.8910256278966684
401,1.7533652610090773,3.892350235082226
402,1.7526852479393151,3.893692108898442
403,1.7519997173274644,3.8950509188056355
404,1.7513088935591625,3.896426324131138
405,1.750612963866806,3.897817973376419
406,1.7499120859326713,3.899225506411866
407,1.7492063829117024,3.900648553741231
408,1.7484960459220251,3.902086737740253
409,1.747781561465639,3.903539671595376
410,1.7470634220241468,3.905006958732661
411,1.7463420263630625,3.9064881938765548
412,1.745617780448261,3.9079829572277944
413,1.7448910511663833,3.9094908175575944
414,1.744162193935982,3.911011335113565
415,1.7434314635027386,3.9125440620217735
416,1.7426990148925476,3.9140885451263094
417,1.7419650960713742,3.9156443240024554
418,1.7412300081867904,3.9172109287129855
419,1.740493885782258,3.9187878781377563
420,1.7397568393117997,3.920374677927829
421,1.7390191185788655,3.9219708219858003
422,1.7382811506607314,3.923575798721773
423,1.7375434483906924,3.9251890855596585
424,1.7368063511344587,3.926810147428126
425,1.736070050669817,3.9284384373388987
426,1.7353348558427604,3.930073398937292
427,1.7346013236539408,3.9317144651419174
428,1.733869875922654,3.933361057579077
429,1.7331407402051662,3.935012586202439
430,1.7324141731125315,3.9366684479675342
431,1.731690559854241,3.9383280282530855
432,1.730970400327732,3.9399907004067938
433,1.7302542436550137,3.9416558252856455
434,1.729542684831474,3.943322751332848
435,1.728836174635211,3.9449908198926833
436,1.7281350260168002,3.9466593610393073
437,1.72743962450942,3.9483276935297
438,1.7267504769191722,3.9499951255819816
439,1.7260682161103071,3.951660962816578
440,1.7253935413105195,3.953324512455161
441,1.7247271205613632,3.9549850758466585
442,1.7240695336195764,3.9566419485041546
443,1.7234213356203798,3.9582944227412726
444,1.7227831960986721,3.959941790860617
445,1.7221557854100291,3.9615833448839837
446,1.721539673975533,3.963218375977765
447,1.7209353304477464,3.964846176214056
448,1.7203431633255903,3.9664660414145927
449,1.7197635661127697,3.9680772736763563
450,1.7191968863521343,3.9696791833150558
451,1.7186433512406791,3.9712710888880784
452,1.7181032855551197,3.9728523195417607
453,1.7175772066945185,3.9744222174316
454,1.7170656698714997,3.9759801463583426
455,1.7165692273245787,3.977525487885265
456,1.7160883680315029,3.9790576409935015
457,1.7156235194813425,3.980576025825259
458,1.7151750032196154,3.982080086940101
459,1.7147430895417937,3.983569298098601
460,1.7143280892148223,3.9850431649632503
461,1.7139302674588885,3.986501223254107
462,1.7135497929220451,3.9879430357159085
463,1.7131867631576347,3.989368192382386
464,1.7128412943209053,3.99077631663607
465,1.7125134666216075,3.992167066244956
466,1.712203312772981,3.993540143654921
467,1.7119109285556358,3.9948952924413756
468,1.7116363684218938,3.9962322997080655
469,1.711379617974953,3.9975509962045295
470,1.7111406191002276,3.998851259460339
471,1.7109193708020818,4.000133013399992
472,1.710715869799085,4.00139623280852
473,1.710529896278336,4.00264093918821
474,1.7103610751931586,4.003867200022152
475,1.7102091333326204,4.00507513109024
476,1.7100739071984095,4.006264895510925
477,1.709955376652027,4.007436701785169
478,1.7098535735903782,4.0085908073919025
479,1.7097682626289041,4.009727512003615
480,1.7096990056571255,4.010847156536291
481,1.7096453199461836,4.011950123506496
482,1.7096068264489581,4.013036835846568
483,1.7095831883763675,4.01410775498635
484,1.7095739358892965,4.015163380393816
485,1.709578509511148,4.016204243590989
486,1.709596391394399,4.0172309070245085
487,1.709627073589422,4.018243965390162
488,1.709670039758934,4.019244040148938
489,1.709724794459658,4.020231778418778
490,1.7097906893533208,4.021207856046648
491,1.7098669555038717,4.022172974521042
492,1.7099528065835092,4.023127854836877
493,1.7100475835251059,4.024073236498916
494,1.7101507401640685,4.025009874787637
495,1.7102616621783233,4.025938535966004
496,1.7103797324295131,4.0268599947757036
497,1.7105043334196728,4.027775032037865
498,1.7106348505178566,4.02868443312821
499,1.710770559674511,4.02958898661418
500,1.710910643698403,4.030489477559872
501,1.7110543779137992,4.031386684874652
502,1.7112009309914953,4.032281378315414
503,1.7113494487424967,4.033174316095413
504,1.7114992352884089,4.034066239016645
505,1.711649640559566,4.034957869228524
506,1.7118000128868804,4.035849912144203
507,1.7119496816542548,4.036743053422351
508,1.7120980053784822,4.037637956642323
509,1.7122443571043138,4.038535259378721
510,1.7123881559798702,4.03943557357574
511,1.712528842062421,4.040339478253647
512,1.7126657174132618,4.0412475180130665
513,1.7127979927489339,4.042160206041431
514,1.7129250823076967,4.043078023607528
515,1.7130465651018565,4.044001413761242
516,1.7131620940003902,4.04493078177314
517,1.7132714040966797,4.045866492534047
518,1.7133741926466308,4.0468088688327155
519,1.7134701728405137,4.047758191614946
520,1.7135590117816581,4.04871470192307
521,1.713640313641468,4.04967860521239
522,1.7137136361570833,4.050650063266096
523,1.7137787506577011,4.051629189778487
524,1.713835598385543,4.052616056551622
525,1.713884041671642,4.053610691327957
526,1.7139239120822933,4.054613077559016
527,1.7139550572757514,4.055623155272322
528,1.7139773721888456,4.056640823419352
529,1.7139907040846232,4.057665936832691
530,1.7139949597279072,4.058698306257591
531,1.7139901537359883,4.059737693114252
532,1.7139762547780004,4.060783814981496
533,1.7139532554640662,4.061836348471573
534,1.7139213296086404,4.062894926178176
535,1.7138806519810035,4.063959140447568
536,1.7138313576298232,4.065028543754154
537,1.7137736729550674,4.066102647127707
538,1.7137078644385724,4.067180921269264
539,1.7136342007926035,4.06826280088533
540,1.713552987310846,4.069347688554591
541,1.7134645433476228,4.070434956497751
542,1.713369225344756,4.071523945865026
543,1.713267523571697,4.072613970519598
544,1.7131599130596178,4.073704326187588
545,1.713046812528637,4.074794289064551
546,1.7129286875646494,4.07588311462722
547,1.7128060429289258,4.076970040958563
548,1.7126794668800327,4.078054291703502
549,1.7125495305714575,4.079135077585055
550,1.7124167861463087,4.080211598746475
551,1.712281710111687,4.0812830491962035
552,1.712144657221269,4.082348624427946
553,1.7120061471277581,4.083407516575807
554,1.711866987071511,4.0844589156981685
555,1.7117282069186393,4.085502010860386
556,1.711590671400155,4.086535996410678
557,1.7114549283913545,4.087560077276551
558,1.711321364334201,4.088573472985552
559,1.7111903712392182,4.089575412405045
560,1.711062435701153,4.0905651417811955
561,1.7109380047741596,4.091541927642451
562,1.7108175343835836,4.092505057016465
563,1.7107014064036297,4.093453836169161
564,1.7105898695398618,4.094387594329265
565,1.7104832051778638,4.0953056894619575
566,1.710381667299611,4.096207513648445
567,1.7102854983442894,4.097092492388419
568,1.710194980080676,4.097960084789707
569,1.7101102996201671,4.098809786664624
570,1.7100315146227685,4.099641134001521
571,1.7099588934689132,4.100453701159572
572,1.7098929045019555,4.101247096238857
573,1.7098338598079026,4.1020209597059445
574,1.709781913087483,4.102774966968771
575,1.7097371597681705,4.103508832430799
576,1.709699757063092,4.1042223094948325
577,1.7096698012063134,4.104915191006525
578,1.7096473291937468,4.105587306865368
579,1.7096323835707692,4.106238526929581
580,1.7096249860810029,4.106868762281523
581,1.7096251189003513,4.107477961265351
582,1.70963272482379,4.108066110288901
583,1.709647801193088,4.108633230141081
584,1.709670234248063,4.109179378083081
585,1.7096997875713396,4.109704642679284
586,1.709736170481524,4.110209142168424
587,1.7097792060025154,4.110693024012065
588,1.7098288825306018,4.111156465715113
589,1.7098851824575407,4.111599672553142
590,1.709948029002772,4.112022871045121
591,1.710017320802132,4.11242631333106
592,1.7100929401873197,4.112810277103287
593,1.7101747767547395,4.11317506036736
594,1.7102626853810767,4.113520978996161
595,1.7103563052543098,4.113848366849604
596,1.71045526556992,4.114157573142595
597,1.7105593652943123,4.114448961106535
598,1.71066852199605,4.114722909505544
599,1.71078265817704,4.114979809050818
600,1.7109014749363896,4.11522005933323
601,1.711024597032291,4.115444070566315
602,1.7111517302623056,4.115652262352418
603,1.7112826039903426,4.115845060869245
604,1.7114169105133288,4.116022898189415
605,1.7115543851941821,4.116186209527686
606,1.7116949339692429,4.11633543681795
607,1.7118385209458078,4.11647102619152
608,1.7119851341913963,4.116593427912666
609,1.7121349151220229,4.11670309538282
610,1.7122878496537297,4.116800485622197
611,1.7124435506586875,4.116886059623051
612,1.7126017172403774,4.116960283138815
613,1.7127620615860126,4.117023623614309
614,1.712924171823845,4.11707654353846
615,1.7130877666619493,4.117119501420827
616,1.7132526452833101,4.1171529522285875
617,1.7134186222042442,4.117177349699867
618,1.7135855341958752,4.117193146397765
619,1.7137530438152642,4.117200793593509
620,1.7139207928975904,4.11720073548938
621,1.71408862072177,4.117193411352757
622,1.714256553699234,4.117179252673177
623,1.7144246822574607,4.1171586817283545
624,1.714592923882072,4.1171321090705595
625,1.714761035192497,4.117099935766485
626,1.714928704180763,4.117062554515923
627,1.7150957002400922,4.117020347077928
628,1.7152619651433627,4.116973685263719
629,1.7154275276942497,4.116922932700051
630,1.715592418642131,4.11686843973778
631,1.7157566290979622,4.116810542835194
632,1.715920113991613,4.116749556512101
633,1.7160827515704262,4.116685779006743
634,1.7162443971808938,4.116619493048388
635,1.716405016932171,4.1165509601401515
636,1.7165646660289777,4.116480422304507
637,1.7167235301883839,4.11640810275814
638,1.716881837563124,4.116334205310111
639,1.7170399306227895,4.116258916419712
640,1.717198046940102,4.116182405960918
641,1.7173561332936567,4.116104824179125
642,1.7175141568529213,4.116026301649288
643,1.7176720752148686,4.115946946540825
644,1.7178298756526884,4.115866842214752
645,1.7179874951476775,4.115786046301514
646,1.7181449793680894,4.115704594914993
647,1.7183026179875562,4.115622495605433
648,1.7184606530098836,4.115539727836643
649,1.718619269188267,4.1154562435829565
650,1.7187786081591627,4.115371969021979
651,1.7189388599763777,4.115286807174943
652,1.7191003314173905,4.115200635981655
653,1.7192633782350994,4.115113306758407
654,1.7194283252738312,4.115024646261631
655,1.7195955935217793,4.114934454279432
656,1.719765670731844,4.114842509883711
657,1.7199388671804583,4.114748571346299
658,1.7201153347480111,4.114652376178386
659,1.7202953199643953,4.114553639069294
660,1.7204791882504178,4.114452050825612
661,1.720667375121301,4.114347278952597
662,1.7208603755212952,4.114238969794346
663,1.7210585743767985,4.114126751327811
664,1.7212623087585377,4.114010233079589
665,1.7214720023140093,4.113889008301892
666,1.721688112195979,4.113762652886321
667,1.7219114278395362,4.11363072482617
668,1.7221428891086745,4.113492771400422
669,1.7223830364585087,4.113348326165784
670,1.7226323036639986,4.113196907237001
671,1.7228912195390864,4.113038018027725
672,1.7231603635084092,4.1128711500402355
673,1.7234402778853222,4.112695784962018
674,1.723731449552682,4.112511394060376
675,1.7240343160681089,4.112317439406619
676,1.7243493040781235,4.112113373797247
677,1.7246771227356439,4.111898641655718
678,1.7250183788838949,4.111672691389687
679,1.7253734053780942,4.111434964874768
680,1.7257426217392633,4.111184891508131
681,1.7261265404481223,4.1109218963802485
682,1.7265257258985651,4.110645399149925
683,1.7269407531230894,4.110354816694933
684,1.7273723456877528,4.110049567170662
685,1.727821331129457,4.10972906862118
686,1.7282883119821364,4.10939273828554
687,1.7287736566566945,4.109039990794639
688,1.729277815437218,4.108670239602658
689,1.7298011873376444,4.108282898262801
690,1.730344064986316,4.107877379541149
691,1.7309067235101088,4.107453094645897
692,1.7314894322320573,4.10700945946755
693,1.7320924008462226,4.106545890006333
694,1.7327158597106138,4.106061808087816
695,1.7333603380980258,4.105556639849693
696,1.7340263775505085,4.1050298124809235
697,1.7347142056500202,4.104480755430521
698,1.7354239910560065,4.1039089066063115
699,1.7361560288300155,4.103313710161488
700,1.7369105232505242,4.102694614680427
701,1.7376876632417282,4.1020510730398
702,1.7384877472748714,4.101382546400947
703,1.7393110533797407,4.1006885033287865
704,1.7401578247304488,4.099968422041561
705,1.7410283237564323,4.099221790695423
706,1.7419227111876292,4.098448110092093
707,1.7428411120809078,4.09764689150761
708,1.7437837458489753,4.096817658973875
709,1.7447508959513798,4.095959949645754
710,1.7457428164913542,4.0950733130729935
711,1.7467596997993158,4.094157314431415
712,1.747801798550606,4.093211537188119
713,1.7488693590546016,4.0922355830402655
714,1.7499625603069096,4.0912290733117525
715,1.7510815488906735,4.09019164820647
716,1.7522265307888276,4.089122970071541
717,1.7533977768598257,4.088022722705173
718,1.7545953909452376,4.086890620660133
719,1.7558194518566657,4.0857264082747315
720,1.757070115060465,4.08452986139366
721,1.7583474981181044,4.083300795289577
722,1.7596516550939079,4.082039052760744
723,1.760982494637423,4.080744509237228
724,1.7623398885935146,4.079417077113056
725,1.7637235836946916,4.078056706073995
726,1.765133146564792,4.0766633966070875
727,1.7665682196913675,4.075237188880434
728,1.7680285568959597,4.073778161256677
729,1.7695139668050623,4.072286430122211
