iter,time,n_iters
0,0.12813949584960938,280
1,0.13541412353515625,280
2,0.12449836730957031,270
3,0.1257784366607666,270
4,0.11673545837402344,270
5,0.12828636169433594,269
6,0.13704967498779297,274
7,0.1333770751953125,275
8,0.13572430610656738,274
9,0.13168644905090332,273
10,0.13190603256225586,273
11,0.13310718536376953,274
12,0.12751245498657227,274
13,0.13399767875671387,274
14,0.1331789493560791,272
15,0.14192485809326172,274
16,0.13509607315063477,271
17,0.14646673202514648,268
18,0.142686128616333,270
19,0.14235663414001465,272
20,0.1377086639404297,273
21,0.15120983123779297,273
22,0.14009881019592285,274
23,0.1263880729675293,275
24,0.1256396770477295,269
25,1.6806402206420898,272
26,0.10986042022705078,274
27,0.10800004005432129,275
28,0.11095070838928223,273
29,0.3052537441253662,266
30,0.10611391067504883,267
31,0.10512542724609375,271
32,0.1115257740020752,270
33,0.10465526580810547,272
34,0.10771846771240234,273
35,0.10722637176513672,273
36,0.10484743118286133,271
37,0.10588884353637695,272
38,0.10747027397155762,270
39,0.10430002212524414,270
40,0.10677909851074219,274
41,0.10644721984863281,276
42,0.11652541160583496,274
43,0.12613844871520996,275
44,0.12446188926696777,273
45,0.11966657638549805,275
46,0.13078546524047852,272
47,0.12031054496765137,269
48,0.1193990707397461,264
49,0.12923097610473633,272
50,0.1370248794555664,274
51,0.12740635871887207,274
52,0.13260173797607422,272
53,0.1216285228729248,270
54,0.12506675720214844,272
55,0.11382913589477539,273
56,0.11446619033813477,270
57,0.11350607872009277,271
58,0.11276006698608398,271
59,0.12006878852844238,273
60,0.11468696594238281,272
61,0.11496567726135254,273
62,0.11646223068237305,274
63,0.11240601539611816,273
64,0.12522339820861816,273
65,0.12096595764160156,276
66,0.12107706069946289,275
67,1.230515718460083,269
68,0.11098766326904297,275
69,0.11127257347106934,275
70,0.1078486442565918,273
71,0.10903215408325195,274
72,0.1127176284790039,276
73,0.10828804969787598,277
74,0.1100001335144043,276
75,0.19297289848327637,273
76,0.12204241752624512,275
77,0.11956954002380371,276
78,0.11827969551086426,276
79,0.11731123924255371,271
80,0.11643266677856445,271
81,0.11574196815490723,264
82,0.11744856834411621,268
83,0.1219780445098877,272
84,0.11758637428283691,271
85,0.126922607421875,271
86,0.12201356887817383,272
87,0.12142014503479004,268
88,0.1159658432006836,272
89,0.11891531944274902,274
90,0.13052082061767578,275
91,0.1394815444946289,271
92,0.1322624683380127,269
93,0.1414647102355957,271
94,0.13665080070495605,272
95,0.13636064529418945,268
96,0.13500142097473145,273
97,0.14287447929382324,274
98,0.13599491119384766,271
99,0.13478589057922363,268
100,0.14795637130737305,271
101,0.11787676811218262,265
102,0.11550474166870117,269
103,0.1101682186126709,268
104,0.12040042877197266,272
105,0.1128072738647461,271
106,0.11602044105529785,271
107,0.11718320846557617,273
108,0.11715340614318848,273
109,0.11791419982910156,274
110,0.12346553802490234,274
111,0.10956501960754395,273
112,0.10994100570678711,270
113,0.11335253715515137,272
114,1.2007148265838623,275
115,0.10924029350280762,273
116,0.10840940475463867,273
117,0.10650825500488281,270
118,0.10795331001281738,271
119,0.10686469078063965,271
120,0.10781216621398926,270
121,0.1057896614074707,269
122,0.10930705070495605,271
123,0.10785794258117676,274
124,0.10896444320678711,273
125,0.10839962959289551,274
126,0.11151552200317383,277
127,0.10875892639160156,276
128,0.10886144638061523,274
129,0.10872220993041992,273
130,0.10830235481262207,275
131,0.10704684257507324,272
132,0.11075282096862793,276
133,0.10866498947143555,275
134,0.10879969596862793,274
135,0.1058664321899414,269
136,0.10816454887390137,273
137,0.10733485221862793,271
138,0.10922551155090332,275
139,0.10925745964050293,274
140,0.10895872116088867,272
141,0.10723066329956055,271
142,0.10700225830078125,267
143,0.11219334602355957,273
144,0.11942172050476074,273
145,0.11495375633239746,268
146,0.12109065055847168,272
147,0.11744213104248047,274
148,0.12148475646972656,275
149,0.11771488189697266,275
150,0.12230706214904785,275
151,0.11910629272460938,274
152,0.12281632423400879,273
153,0.11807942390441895,273
154,0.12194061279296875,273
155,1.8929555416107178,268
156,3.057201623916626,272
157,0.1050422191619873,271
158,0.10947084426879883,273
159,0.1051476001739502,270
160,0.10785365104675293,271
161,0.10503411293029785,271
162,0.10503411293029785,264
163,0.10552549362182617,268
164,0.11099886894226074,272
165,0.1109459400177002,276
166,0.10915160179138184,269
167,0.10493087768554688,268
168,0.10609126091003418,273
169,0.1066594123840332,275
170,0.10643315315246582,273
171,0.10670971870422363,270
172,0.10565686225891113,272
173,0.10588812828063965,270
174,0.10495233535766602,271
175,0.10689592361450195,273
176,0.10664916038513184,272
177,0.10673379898071289,276
178,0.10673379898071289,276
179,0.45671868324279785,270
180,0.1068429946899414,272
181,0.10408449172973633,268
182,0.10450577735900879,266
183,0.10604405403137207,274
184,0.10695242881774902,273
185,0.10707998275756836,277
186,0.10754799842834473,275
187,0.10581326484680176,271
188,0.10884404182434082,275
189,0.1073908805847168,273
190,0.1060326099395752,273
191,0.10544943809509277,273
192,0.10739707946777344,273
193,0.10615730285644531,272
194,0.10698747634887695,272
195,0.10693216323852539,272
196,0.1320500373840332,273
197,0.10887742042541504,272
198,0.1119997501373291,270
199,0.10732221603393555,270
