iter,time,n_iters
0,0.7121024131774902,280
1,0.691429615020752,280
2,0.673147439956665,270
3,0.6805062294006348,270
4,0.6740007400512695,270
5,0.6526515483856201,269
6,0.6941237449645996,274
7,0.6630876064300537,275
8,0.6993365287780762,274
9,0.657055139541626,273
10,0.6844637393951416,273
11,0.6540131568908691,274
12,0.6809043884277344,274
13,0.6575708389282227,274
14,0.6829855442047119,272
15,0.6573717594146729,274
16,0.679354190826416,271
17,0.6656382083892822,268
18,0.6710834503173828,270
19,0.650937557220459,272
20,0.6745798587799072,273
21,0.6838006973266602,273
22,0.6921939849853516,274
23,0.6810181140899658,275
24,0.6756813526153564,269
25,0.6547822952270508,272
26,0.6750063896179199,274
27,0.6870179176330566,275
28,0.6748487949371338,273
29,0.6708285808563232,266
30,0.6679854393005371,267
31,0.6719019412994385,271
32,0.6616067886352539,270
33,0.6867725849151611,272
34,0.6717081069946289,273
35,0.6689636707305908,273
36,0.6903927326202393,271
37,0.669379711151123,272
38,0.6769063472747803,270
39,0.6660511493682861,270
40,0.6858172416687012,274
41,0.6752135753631592,276
42,0.6787941455841064,274
43,0.6571087837219238,275
44,0.6633305549621582,273
45,0.6498308181762695,275
46,0.6362545490264893,272
47,0.6468570232391357,269
48,0.6376423835754395,264
49,0.6470623016357422,272
50,0.6661763191223145,274
51,0.6699032783508301,274
52,0.6706364154815674,272
53,0.6362438201904297,270
54,0.6668438911437988,272
55,0.6437926292419434,273
56,0.6634588241577148,270
57,0.6471138000488281,271
58,0.6554059982299805,271
59,0.6481349468231201,273
60,0.6869912147521973,272
61,0.6535952091217041,273
62,0.692206859588623,274
63,0.6682534217834473,273
64,0.6719951629638672,273
65,0.6782333850860596,276
66,0.6759793758392334,275
67,0.6434485912322998,269
68,0.6834373474121094,275
69,0.666412353515625,275
70,0.6679263114929199,273
71,0.6668546199798584,274
72,0.6843879222869873,276
73,0.6789572238922119,277
74,0.6615664958953857,276
75,0.6497762203216553,273
76,0.6633250713348389,275
77,0.651411771774292,276
78,0.6636168956756592,276
79,0.6462671756744385,271
80,0.6545212268829346,271
81,0.6399109363555908,264
82,0.659404993057251,268
83,0.6683952808380127,272
84,0.6656167507171631,271
85,0.6603498458862305,271
86,0.672050952911377,272
87,0.6591944694519043,268
88,0.6794576644897461,272
89,0.6631076335906982,274
90,0.6681089401245117,275
91,0.6629898548126221,271
92,0.6596980094909668,269
93,0.659217357635498,271
94,0.6816222667694092,272
95,0.6560323238372803,268
96,0.6627907752990723,273
97,0.6724081039428711,274
98,0.635840654373169,271
99,0.6337282657623291,268
100,0.6375548839569092,271
101,0.6247053146362305,265
102,0.6632256507873535,269
103,0.641749382019043,268
104,0.6692478656768799,272
105,0.6559438705444336,271
106,0.6574437618255615,271
107,0.6504864692687988,273
108,0.6777620315551758,273
109,0.6609487533569336,274
110,0.6877295970916748,274
111,0.645294189453125,273
112,0.6646268367767334,270
113,0.6509554386138916,272
114,0.6964433193206787,275
115,0.6388332843780518,273
116,0.6720836162567139,273
117,0.6634032726287842,270
118,0.6523432731628418,271
119,0.6458225250244141,271
120,0.6515986919403076,270
121,0.6392934322357178,269
122,0.6741816997528076,271
123,0.6732723712921143,274
124,0.6695573329925537,273
125,0.6800107955932617,274
126,0.6768412590026855,277
127,0.6651453971862793,276
128,0.6927294731140137,274
129,0.684516429901123,273
130,0.6786544322967529,275
131,0.6565909385681152,272
132,0.6888411045074463,276
133,0.6729962825775146,275
134,0.6788177490234375,274
135,0.6622159481048584,269
136,0.6609101295471191,273
137,0.6579873561859131,271
138,0.6656157970428467,275
139,0.6625497341156006,274
140,0.6692254543304443,272
141,0.6697907447814941,271
142,0.6580255031585693,267
143,0.6609644889831543,273
144,0.6546251773834229,273
145,0.656423807144165,268
146,0.6671237945556641,272
147,0.6678347587585449,274
148,0.6478400230407715,275
149,0.6489555835723877,275
150,0.6434154510498047,275
151,0.6534042358398438,274
152,0.6348352432250977,273
153,0.6621344089508057,273
154,0.6331532001495361,273
155,0.6151173114776611,268
156,0.633488655090332,272
157,0.6244053840637207,271
158,0.639164924621582,273
159,0.6424801349639893,270
160,0.654177188873291,271
161,0.6383626461029053,271
162,0.6279475688934326,264
163,0.617333173751831,268
164,0.6459300518035889,272
165,0.6479976177215576,276
166,0.636439323425293,269
167,0.6407315731048584,268
168,0.6407465934753418,273
169,0.6521453857421875,275
170,0.6651215553283691,273
171,0.6503121852874756,270
172,0.6549012660980225,272
173,0.6429245471954346,270
174,0.6340086460113525,271
175,0.6481850147247314,273
176,0.7849397659301758,272
177,0.8182356357574463,276
178,0.6722631454467773,276
179,0.6616785526275635,270
180,0.6636109352111816,272
181,0.679039716720581,268
182,0.6565239429473877,266
183,0.6743946075439453,274
184,0.7158682346343994,273
185,0.7247211933135986,277
186,0.7355327606201172,275
187,0.6953420639038086,271
188,0.724388599395752,275
189,0.688709020614624,273
190,0.7299971580505371,273
191,0.7104547023773193,273
192,0.7280993461608887,273
193,0.7806088924407959,272
194,0.683436393737793,272
195,0.6706142425537109,272
196,0.670832633972168,273
197,0.6648540496826172,272
198,0.6795899868011475,270
199,0.6746909618377686,270
