iter,T
0,1917.7036973066115
1,1920.1441180948295
2,1923.4748820045359
3,1927.6919863468593
4,1932.7903091800194
5,1938.7638644384967
6,1945.605614177182
7,1953.3074633871247
8,1961.8602610224489
9,1971.253711621818
