iter,work
0,0.0
1,0.0
2,-0.00015382629028797988
3,-0.00029433445857284836
4,-0.0004214579554226701
5,-0.0005352066818247431
6,-0.0006356218085162638
7,-0.0007229330379087632
8,-0.0007973445768158072
9,-0.0008588994046396964
10,-0.0009076953940864036
11,-0.0009436435479648719
12,-0.0009667031276668467
13,-0.0009770237758877935
14,-0.0009746596036805299
15,-0.0009599119509737858
16,-0.0009332801891228995
17,-0.0008950900087154393
18,-0.0008456889085864158
19,-0.0007854162804539803
20,-0.0007144763135504067
21,-0.0006330257065111722
22,-0.000541248283038889
23,-0.0004394250542008517
24,-0.00032772685056688626
25,-0.00020625703331329857
26,-7.516397798428085e-05
27,6.536224246772582e-05
28,0.0002150764383777398
29,0.00037366549904240985
30,0.000540605183251135
31,0.0007154258266700445
32,0.0008979770243062505
33,0.0010880504542138659
34,0.0012852181468685948
35,0.001489081370648143
36,0.001699297597446365
37,0.0019154675025026893
38,0.0021369972851293427
39,0.002363326693656953
40,0.0025941206588291563
41,0.002828954509482679
42,0.003067323427470804
43,0.003308825018744537
44,0.0035530374062841628
45,0.003799465435365664
46,0.004047643969544961
47,0.0042972457049839
48,0.004547928785310739
49,0.004798980834342366
50,0.0050496165363699335
51,0.005299291028944005
52,0.005547524861088231
53,0.005793918690935339
54,0.0060382251192325105
55,0.0062807655318679505
56,0.006521976353995529
57,0.006761884650329682
58,0.007000480201536187
59,0.007237860723490297
60,0.007474237351759732
61,0.0077097383318381245
62,0.00794426159202919
63,0.008177848163557504
64,0.008410756817759284
65,0.008643101409066468
66,0.008874893590091266
67,0.009106329113775262
68,0.009337932778207537
69,0.009569987785019796
70,0.009802618185139729
71,0.010036106562825015
72,0.010270630782119374
73,0.01050642027705201
74,0.010743515199946572
75,0.010981713066285865
76,0.011220996971138285
77,0.011461519542919366
78,0.011703516438134463
79,0.011947304214221025
80,0.01219315116308635
81,0.012441298994590913
82,0.012691952357796223
83,0.012945355110604595
84,0.01320185793738127
85,0.013461750615362256
86,0.013725259451872645
87,0.013992516760218674
88,0.014263623561459634
89,0.014538787073759031
90,0.01481811791252644
91,0.015101686384798377
92,0.015389675907670054
93,0.015682276450524023
94,0.015979579012640244
95,0.016281564306769643
96,0.016588433501861233
97,0.016900305857180112
98,0.01721711649496222
99,0.01753882755781799
100,0.017865471687303104
101,0.018197196491671962
102,0.018534229877579318
103,0.01887684944261296
104,0.019224996083423315
105,0.019578561617152997
106,0.01993743240277114
107,0.020301588857245124
108,0.020671193705651857
109,0.021046166268896962
110,0.021426087161929213
111,0.021810231295233806
112,0.022198121954641215
113,0.022589461357525247
114,0.02298392252542875
115,0.023381482017688214
116,0.023782068760458592
117,0.024185347990001074
118,0.024591004089934237
119,0.02499882414547123
120,0.02540860404753243
121,0.025819961032779955
122,0.026232423702045597
123,0.026645528350178443
124,0.02705883884400391
125,0.027472064213523637
126,0.02788487665566142
127,0.028296797679711105
128,0.02870726305711915
129,0.02911575293682269
130,0.029521743111893223
131,0.029924611433167644
132,0.03032369263087736
133,0.030718130993447484
134,0.031107036551991915
135,0.031489761779573425
136,0.03186561582849946
137,0.032233876515658844
138,0.03259397115287661
139,0.032945363764534795
140,0.03328755223539397
141,0.03361996678109998
142,0.033942019172064235
143,0.03425320014283042
144,0.0345530029449509
145,0.03484097415196441
146,0.03511682333250498
147,0.03538017161538529
148,0.03563052237566474
149,0.03586763069040997
150,0.03609122190535106
151,0.036300787580156736
152,0.0364958192272151
153,0.036675941986646934
154,0.03684085253536329
155,0.03699018483477887
156,0.037123454635595014
157,0.03724015274657247
158,0.037339915990772875
159,0.03742249172067822
160,0.03748761850772367
161,0.03753498731438698
162,0.03756432925150577
163,0.037575443144533066
164,0.03756807063548166
165,0.037541983308950456
166,0.03749707137230631
167,0.037433124276236324
168,0.03734991025623275
169,0.03724737693100083
170,0.03712549264982452
171,0.036984186095168736
172,0.036823395856953
173,0.03664323134035575
174,0.03644406515417012
175,0.03622622617375618
176,0.03598991192831821
177,0.03573540885126376
178,0.035462984854012086
179,0.035172692657007405
180,0.03486463580076295
181,0.0345387368519972
182,0.03419493402963092
183,0.03383336405439901
184,0.03345417478937501
185,0.03305768326199889
186,0.032644191325273644
187,0.0322139158903375
188,0.03176713755753831
189,0.031304340970083507
190,0.030826061178130533
191,0.03033276646000082
192,0.02982487283971497
193,0.02930291110661644
194,0.028767521277873024
195,0.028219080741273373
196,0.027657816490428463
197,0.027084294835919693
198,0.02649914198017458
199,0.025902998980980474
200,0.02529683359179635
201,0.02468152268399606
202,0.024057643119951212
203,0.02342573543669166
204,0.022786362425254
205,0.02214012956244692
206,0.02148765980110756
207,0.02082947663140421
208,0.02016598979302175
209,0.01949772888197833
210,0.018825338764560436
211,0.01814933993518027
212,0.01747031651176201
213,0.01678912355278511
214,0.01610662250624907
215,0.015423480307428964
216,0.014740282178460826
217,0.014057564730089121
218,0.01337588075921214
219,0.012695858834994021
220,0.01201811462836305
221,0.011343255725359672
222,0.010671914607859502
223,0.010004578449799961
224,0.009341722187593117
225,0.008684034744256351
226,0.008032262246799258
227,0.007387035621573888
228,0.006748944432028213
229,0.006118478210436916
230,0.005496050322644759
231,0.004882238064767602
232,0.0042776343996898634
233,0.0036827813756483523
234,0.003098364038840424
235,0.0025250211834472987
236,0.0019631781090863843
237,0.001413145002440835
238,0.0008751564292195668
239,0.00034947755290257697
240,-0.0001636204469203633
241,-0.0006640547727760667
242,-0.0011520272198417478
243,-0.0016277550209027362
244,-0.002091079954865265
245,-0.002541727547443075
246,-0.002979651664238599
247,-0.003404714774647669
248,-0.0038166856361772205
249,-0.004215413067646818
250,-0.004600914918939204
251,-0.0049732628791561186
252,-0.005332363379966108
253,-0.005678071857808252
254,-0.006010004615559539
255,-0.006327715556962045
256,-0.006631107963930322
257,-0.006920231976809849
258,-0.007195082424193302
259,-0.007455670948931386
260,-0.007702025235670139
261,-0.007934196484941838
262,-0.008152257071260192
263,-0.00835629171986566
264,-0.008546465056727053
265,-0.008723058861550571
266,-0.00888631894888342
267,-0.009036390856547982
268,-0.009173451366248695
269,-0.00929759803287545
270,-0.009408918182156285
271,-0.009507625725026602
272,-0.009593969806398742
273,-0.009668093431650274
274,-0.009730003908565647
275,-0.009779783470655406
276,-0.009817651539613684
277,-0.00984384057749868
278,-0.009858786424717995
279,-0.0098630731186228
280,-0.009857226693124695
281,-0.00984181159407215
282,-0.009817288356273579
283,-0.009784005429612061
284,-0.009742324032843986
285,-0.00969261080733033
286,-0.009635210634891176
287,-0.0095704365187049
288,-0.009498505868374387
289,-0.009419867839183155
290,-0.009334959355730992
291,-0.00924378341359483
292,-0.009146388540627806
293,-0.009043070981082599
294,-0.008934204895979457
295,-0.008820087490464961
296,-0.008700928923732759
297,-0.008577057929105715
298,-0.00844903823852409
299,-0.00831732040946902
