iter,time,n_iters
0,0.3712425231933594,280
1,0.35110902786254883,280
2,0.33266329765319824,270
3,0.3369417190551758,270
4,0.3515751361846924,270
5,0.3475453853607178,269
6,0.35424327850341797,274
7,0.34935998916625977,275
8,0.36060261726379395,274
9,0.3589348793029785,273
10,0.35514068603515625,273
11,0.34552454948425293,274
12,0.3495609760284424,274
13,0.3542952537536621,274
14,0.35048842430114746,272
15,0.34595751762390137,274
16,0.3419668674468994,271
17,0.3410675525665283,268
18,0.3437461853027344,270
19,0.3339860439300537,272
20,0.3444395065307617,273
21,0.34062695503234863,273
22,0.3517279624938965,274
23,0.33942294120788574,275
24,0.325300931930542,269
25,0.3283729553222656,272
26,0.31738781929016113,274
27,0.3236396312713623,275
28,0.349074125289917,273
29,0.34811925888061523,266
30,0.3452937602996826,267
31,0.3562278747558594,271
32,0.3498241901397705,270
33,0.3518991470336914,272
34,0.35006093978881836,273
35,0.35402870178222656,273
36,0.34596729278564453,271
37,0.3483588695526123,272
38,0.3472886085510254,270
39,0.348956823348999,270
40,0.35774993896484375,274
41,0.36116600036621094,276
42,0.36193084716796875,274
43,0.3614983558654785,275
44,0.35738587379455566,273
45,0.3524661064147949,275
46,0.3585679531097412,272
47,0.34711122512817383,269
48,0.35091280937194824,264
49,0.3549365997314453,272
50,0.3627166748046875,274
51,0.35535693168640137,274
52,0.3154411315917969,272
53,0.312330961227417,270
54,0.31730198860168457,272
55,0.32651209831237793,273
56,0.33374571800231934,270
57,0.32756471633911133,271
58,0.3263537883758545,271
59,0.32354021072387695,273
60,0.32357263565063477,272
61,0.3295881748199463,273
62,0.3374955654144287,274
63,0.3361845016479492,273
64,0.328902006149292,273
65,0.33451104164123535,276
66,0.33264923095703125,275
67,0.32625746726989746,269
68,0.3306260108947754,275
69,0.33901286125183105,275
70,0.332874059677124,273
71,0.33074259757995605,274
72,0.33973169326782227,276
73,0.3380730152130127,277
74,0.349855899810791,276
75,0.34883785247802734,273
76,0.35221314430236816,275
77,0.34737229347229004,276
78,0.3486182689666748,276
79,0.3376579284667969,271
80,0.34408044815063477,271
81,0.33670473098754883,264
82,0.36069631576538086,268
83,0.3465867042541504,272
84,0.34568071365356445,271
85,0.33782196044921875,271
86,0.3441634178161621,272
87,0.35602426528930664,268
88,0.35480690002441406,272
89,0.3472411632537842,274
90,0.35248708724975586,275
91,0.341778039932251,271
92,0.3436894416809082,269
93,0.34688806533813477,271
94,0.35510993003845215,272
95,0.3292093276977539,268
96,0.34529542922973633,273
97,0.33162546157836914,274
98,0.32740306854248047,271
99,0.32601118087768555,268
100,0.32944655418395996,271
101,0.32694530487060547,265
102,0.3505270481109619,269
103,0.34902262687683105,268
104,0.3591892719268799,272
105,0.3552870750427246,271
106,0.3534362316131592,271
107,0.36072540283203125,273
108,0.3571135997772217,273
109,0.35989880561828613,274
110,0.36052727699279785,274
111,0.3593447208404541,273
112,0.3472435474395752,270
113,0.35604238510131836,272
114,0.3570096492767334,275
115,0.34965944290161133,273
116,0.36049842834472656,273
117,0.35179853439331055,270
118,0.35466694831848145,271
119,0.3573455810546875,271
120,0.34839415550231934,270
121,0.3482043743133545,269
122,0.3534245491027832,271
123,0.3722848892211914,274
124,0.3578376770019531,273
125,0.35210299491882324,274
126,0.31932854652404785,277
127,0.3225734233856201,276
128,0.32022547721862793,274
129,0.3260636329650879,273
130,0.3299117088317871,275
131,0.32320189476013184,272
132,0.32988882064819336,276
133,0.3278212547302246,275
134,0.33396387100219727,274
135,0.32609987258911133,269
136,0.329209566116333,273
137,0.32279276847839355,271
138,0.3352186679840088,275
139,0.32813525199890137,274
140,0.3258092403411865,272
141,0.32497596740722656,271
142,0.31983423233032227,267
143,0.32683229446411133,273
144,0.3404347896575928,273
145,0.3284018039703369,268
146,0.33824753761291504,272
147,0.3568229675292969,274
148,0.3434882164001465,275
149,0.343550443649292,275
150,0.34891414642333984,275
151,0.34508299827575684,274
152,0.3466830253601074,273
153,0.3438715934753418,273
154,0.3578023910522461,273
155,0.3419010639190674,268
156,0.3538079261779785,272
157,0.343109130859375,271
158,0.35321569442749023,273
159,0.3498108386993408,270
160,0.3503456115722656,271
161,0.3412466049194336,271
162,0.34139275550842285,264
163,0.34122753143310547,268
164,0.3514831066131592,272
165,0.3473522663116455,276
166,0.3495790958404541,269
167,0.32965731620788574,268
168,0.33924245834350586,273
169,0.3343837261199951,275
170,0.33852624893188477,273
171,0.32527756690979004,270
172,0.333207368850708,272
173,0.33382081985473633,270
174,0.35729122161865234,271
175,0.35167765617370605,273
176,0.3632187843322754,272
177,0.3675656318664551,276
178,0.365447998046875,276
179,0.3525421619415283,270
180,0.3621242046356201,272
181,0.3444666862487793,268
182,0.3453652858734131,266
183,0.3515002727508545,274
184,0.36238908767700195,273
185,0.3637094497680664,277
186,0.3608262538909912,275
187,0.3507568836212158,271
188,0.36498117446899414,275
189,0.3574647903442383,273
190,0.3550741672515869,273
191,0.35425591468811035,273
192,0.348651647567749,273
193,0.3601222038269043,272
194,0.35367488861083984,272
195,0.35163140296936035,272
196,0.3545248508453369,273
197,0.3317406177520752,272
198,0.31917285919189453,270
199,0.31560850143432617,270
