iter,T
0,786.6836379691183
1,786.0121517894075
2,785.3622099061076
3,784.735258909469
4,784.1326807817484
5,783.5557872946782
6,783.0058230978977
7,782.4839564451535
8,781.9912839774191
9,781.5288099131361
10,781.0974011483667
11,780.6978152904679
12,780.3307222978125
13,779.9967417073127
14,779.6964364972813
15,779.4302914980136
16,779.198719736396
17,779.002051178157
18,778.8405290850527
19,778.7143070585284
