iter,time,n_iters
0,0.1260366439819336,280
1,0.13643813133239746,280
2,0.11989331245422363,270
3,0.11308073997497559,270
4,0.12140321731567383,270
5,0.10745596885681152,269
6,0.11880111694335938,274
7,0.11139035224914551,275
8,0.12796354293823242,274
9,0.1110994815826416,273
10,0.12632012367248535,273
11,0.11838483810424805,274
12,0.1182093620300293,274
13,0.1248161792755127,274
14,0.11928153038024902,272
15,0.10946202278137207,274
16,0.12356996536254883,271
17,0.10769796371459961,268
18,0.13095378875732422,270
19,0.12813568115234375,272
20,0.13402915000915527,273
21,0.13278698921203613,273
22,0.13447999954223633,274
23,0.13141536712646484,275
24,0.1275172233581543,269
25,0.12110590934753418,272
26,0.12627696990966797,274
27,0.1190950870513916,275
28,0.11148428916931152,273
29,0.12013864517211914,266
30,0.12091708183288574,267
31,0.11113715171813965,271
32,0.12288188934326172,270
33,0.122039794921875,272
34,0.10999155044555664,273
35,0.11450910568237305,273
36,0.1893446445465088,271
37,0.11358141899108887,272
38,0.14340758323669434,270
39,0.11512017250061035,270
40,0.12495541572570801,274
41,0.11474180221557617,276
42,0.11931395530700684,274
43,0.4313952922821045,275
44,0.13110637664794922,273
45,0.11775469779968262,275
46,0.11719226837158203,272
47,0.11789703369140625,269
48,0.11923050880432129,264
49,0.11673116683959961,272
50,0.1287522315979004,274
51,0.11694192886352539,274
52,0.12741971015930176,272
53,0.23744487762451172,270
54,0.11959457397460938,272
55,0.12712883949279785,273
56,0.12259340286254883,270
57,0.12482857704162598,271
58,3.1058530807495117,271
59,0.1149439811706543,273
60,0.12450432777404785,272
61,0.12034273147583008,273
62,0.11640000343322754,274
63,0.13195395469665527,273
64,0.1241610050201416,273
65,0.12708139419555664,276
66,0.12407469749450684,275
67,0.13423490524291992,269
68,0.11011576652526855,275
69,0.12180089950561523,275
70,0.13103389739990234,273
71,0.12233138084411621,274
72,0.1342456340789795,276
73,0.12001180648803711,277
74,0.11947059631347656,276
75,0.12397551536560059,273
76,0.11328625679016113,275
77,0.12240886688232422,276
78,0.11875486373901367,276
79,0.1120758056640625,271
80,0.11200189590454102,271
81,0.10861396789550781,264
82,0.11449503898620605,268
83,0.11142778396606445,272
84,0.11223983764648438,271
85,0.11149048805236816,271
86,0.11928939819335938,272
87,0.10890841484069824,268
88,0.12451338768005371,272
89,0.11579179763793945,274
90,0.11366486549377441,275
91,0.12291741371154785,271
92,0.1252460479736328,269
93,0.11476755142211914,271
94,0.13866639137268066,272
95,0.12336158752441406,268
96,0.12926673889160156,273
97,0.11976933479309082,274
98,0.13011741638183594,271
99,0.10951614379882812,268
100,0.11152148246765137,271
101,0.10941815376281738,265
102,0.11358404159545898,269
103,0.12968730926513672,268
104,0.11340117454528809,272
105,0.11870956420898438,271
106,0.11939549446105957,271
107,0.11091804504394531,273
108,0.1128396987915039,273
109,0.12106728553771973,274
110,0.1336956024169922,274
111,0.12793421745300293,273
112,0.11891674995422363,270
113,0.12364959716796875,272
114,0.13039827346801758,275
115,0.11861085891723633,273
116,0.14465880393981934,273
117,0.11818242073059082,270
118,0.11683344841003418,271
119,0.11719059944152832,271
120,0.12250328063964844,270
121,0.12703204154968262,269
122,0.1272900104522705,271
123,0.1196737289428711,274
124,0.12445592880249023,273
125,0.1184384822845459,274
126,0.11935281753540039,277
127,0.11931276321411133,276
128,0.14197707176208496,274
129,0.5691053867340088,273
130,0.12383604049682617,275
131,0.13063406944274902,272
132,0.1213841438293457,276
133,0.13006258010864258,275
134,0.12369394302368164,274
135,0.12071871757507324,269
136,0.1187746524810791,273
137,0.11646699905395508,271
138,0.11986160278320312,275
139,0.12736916542053223,274
140,0.12164592742919922,272
141,0.11706209182739258,271
142,0.12064623832702637,267
143,0.11828255653381348,273
144,0.11969780921936035,273
145,0.11567020416259766,268
146,0.12009501457214355,272
147,0.11767840385437012,274
148,0.14979243278503418,275
149,0.11972618103027344,275
150,0.12239336967468262,275
151,0.12031054496765137,274
152,0.12212228775024414,273
153,0.4120521545410156,273
154,0.13126134872436523,273
155,0.11327385902404785,268
156,0.11714982986450195,272
157,0.11532092094421387,271
158,0.11751008033752441,273
159,0.11393880844116211,270
160,0.11913633346557617,271
161,0.11525678634643555,271
162,0.11419439315795898,264
163,0.1152803897857666,268
164,0.11715435981750488,272
165,0.12358260154724121,276
166,0.13495230674743652,269
167,0.1336965560913086,268
168,0.16295909881591797,273
169,0.11645078659057617,275
170,0.11880373954772949,273
171,0.1277925968170166,270
172,0.134674072265625,272
173,0.13202834129333496,270
174,0.12238574028015137,271
175,0.12192606925964355,273
176,0.12322545051574707,272
177,0.14102697372436523,276
178,0.13533520698547363,276
179,0.12055301666259766,270
180,0.13646507263183594,272
181,0.12798619270324707,268
182,0.11449933052062988,266
183,0.11511969566345215,274
184,0.12160253524780273,273
185,0.11713480949401855,277
186,0.11779284477233887,275
187,0.11536097526550293,271
188,0.1296992301940918,275
189,0.11558651924133301,273
190,0.11687922477722168,273
191,0.12073230743408203,273
192,0.12081694602966309,273
193,0.11454129219055176,272
194,0.11661767959594727,272
195,0.11570930480957031,272
196,0.14446115493774414,273
197,0.11539506912231445,272
198,0.11723661422729492,270
199,0.11542916297912598,270
